"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"54111","RG23","2012-04-02","10:10:00","5.4300",\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG23_20120402_1010","2011","4/2/12 10:10","1.1700","0.1500","0.1000","0.1400",\N,\N,\N,\N,"1.3500","3.7200","4.4400","0.2300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"157.9000","-155.3000","23.2000","1.7000",\N,"Routine","2.6000",\N
"53600","RG22","2012-04-02","07:30:00","5.3300",\N,"61.1000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_20120402_0730","2011","4/2/12 7:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N
"46583","N","2012-04-02","10:10:00","5.4300",\N,"22.5000",\N,\N,\N,\N,\N,\N,"7.1000",\N,"2","N_20120402_1510","2011","4/2/12 15:10","1.1700","0.1500","0.1000","0.1400",\N,\N,\N,\N,"1.3500","3.7200","4.4400","0.2300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"157.9000","-155.3000","23.2000","1.7000",\N,\N,"2.6000",\N
"46584","S","2012-04-02",\N,"5.5700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120402_NA","2011",\N,"1.6600","0.2600","0.1500","0.2000",\N,\N,\N,\N,"2.1200","5.4700","6.1900","0.3100","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"46603","N","2012-04-10","07:45:00","5.1900",\N,"11.0000",\N,\N,\N,\N,\N,\N,"7.1000",\N,"2","N_20120410_1245","2011","4/10/12 12:45","0.6800","0.0800","0.1200","0.0700",\N,\N,\N,\N,"0.3300","1.3700","0.7100","0.5000","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"71.4000","-54.0000","10.5000","27.8000",\N,\N,"17.4000",\N
"46604","S","2012-04-10",\N,"5.4400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120410_NA","2011",\N,"0.4600","0.0500","0.0700","0.0800",\N,\N,\N,\N,"0.1200","1.2200","0.5800","0.1000","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"51261","RG11","2012-04-10","08:10:00","5.4400",\N,"8.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120410_0810","2011","4/10/12 8:10","0.4600","0.0500","0.0700","0.0800",\N,\N,\N,\N,"0.1200","1.2200","0.5800","0.1000","0.0005","1.2900","0.4428","0.2200",\N,\N,\N,\N,"42.6000","-37.5000","6.6000","12.7000",\N,"Routine","5.1000",\N
"54112","RG23","2012-04-10","07:45:00","5.1900",\N,"11.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG23_20120410_0745","2011","4/10/12 7:45","0.6800","0.0800","0.1200","0.0700",\N,\N,\N,\N,"0.3300","1.3700","0.7100","0.5000","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"71.4000","-54.0000","10.5000","27.8000",\N,"Routine","17.4000",\N
"53601","RG22","2012-04-10","06:30:00","5.8400",\N,"23.8000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_20120410_0630","2011","4/10/12 6:30","0.8200","0.1300","1.2000","0.1600",\N,\N,\N,\N,"3.2900","3.0100","2.7600","0.7700","0.5940",\N,\N,\N,\N,\N,\N,\N,"273.0000","-128.8000","29.3000","71.8000",\N,"Routine","144.2000",\N
"46623","N","2012-04-24","08:30:00","4.8500",\N,"6.5000",\N,\N,\N,\N,\N,\N,"76.7000",\N,"0","N_20120424_1330","2011","4/24/12 13:30","0.0500","0.0100","0.0200","0.0500",\N,\N,\N,\N,"0.0900","0.3700","0.5500","0.1100","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"25.1000","-19.7000","7.1000","24.1000",\N,\N,"5.4000",\N
"46624","S","2012-04-24",\N,"4.9200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120424_NA","2011",\N,"0.0600","0.0200","0.0600","0.0700",\N,\N,\N,\N,"0.0400","0.3600","0.5500","0.1300","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"51262","RG11","2012-04-24","09:05:00","4.9200",\N,"6.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120424_0905","2011","4/24/12 9:05","0.0600","0.0200","0.0600","0.0700",\N,\N,\N,\N,"0.0400","0.3600","0.5500","0.1300","0.0005","0.7000","0.2398","0.0860",\N,\N,\N,\N,"23.5000","-20.0000","6.4000","16.1000",\N,"Routine","3.5000",\N
"54113","RG23","2012-04-24","08:30:00","4.8500",\N,"6.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20120424_0830","2011","4/24/12 8:30","0.0500","0.0100","0.0200","0.0500",\N,\N,\N,\N,"0.0900","0.3700","0.5500","0.1100","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"25.1000","-19.7000","7.1000","24.1000",\N,"Routine","5.4000",\N
"53602","RG22","2012-04-24","07:45:00","4.8100",\N,"7.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20120424_0745","2011","4/24/12 7:45","0.0600","0.0300","0.0200","0.1000",\N,\N,\N,\N,"0.0300","0.4900","0.6600","0.1900","0.0005",\N,\N,\N,\N,\N,\N,\N,"27.5000","-26.2000","8.1000","4.8000",\N,"Routine","1.3000",\N
"46625","N","2012-04-30","11:15:00","4.6200",\N,"13.5000",\N,\N,\N,\N,\N,\N,"17.3000",\N,"0","N_20120430_1615","2011","4/30/12 16:15","0.1100","0.0200","0.0200","0.0500",\N,\N,\N,\N,"0.2500","1.0100","1.1000","0.1300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"47.7000","-42.4000","13.2000","11.8000",\N,\N,"5.3000",\N
"46626","S","2012-04-30",\N,"4.6200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120430_NA","2011",\N,"0.1000","0.0200","0.0300","0.0600",\N,\N,\N,\N,"0.2100","1.1000","1.1900","0.1400","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"51263","RG11","2012-04-30","09:40:00","4.6200",\N,"12.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120430_0940","2011","4/30/12 9:40","0.1000","0.0200","0.0300","0.0600",\N,\N,\N,\N,"0.2100","1.1000","1.1900","0.1400","0.0005","1.4400","0.5089","0.0800",\N,\N,\N,\N,"45.6000","-46.0000","13.3000","-0.9000",\N,"Routine","-0.4000",\N
"54114","RG23","2012-04-30","11:15:00","4.6200",\N,"13.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20120430_1115","2011","4/30/12 11:15","0.1100","0.0200","0.0200","0.0500",\N,\N,\N,\N,"0.2500","1.0100","1.1000","0.1300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"47.7000","-42.4000","13.2000","11.8000",\N,"Routine","5.3000",\N
"53603","RG22","2012-04-30","07:40:00","5.2300",\N,"16.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_20120430_0740","2011","4/30/12 7:40","0.1600","0.1300","0.8100","0.1800",\N,\N,\N,\N,"2.8500","2.1500","1.5200","0.3900","0.4600",\N,\N,\N,\N,\N,\N,\N,"211.0000","-80.2000","22.8000","89.8000",\N,"Routine","130.8000",\N
"46637","N","2012-05-07","10:10:00","4.6300",\N,"12.6000",\N,\N,\N,\N,\N,\N,"46.0000",\N,"0","N_20120507_1510","2011","5/7/12 15:10","0.0600","0.0100","0.0200","0.0400",\N,\N,\N,\N,"0.2300","0.8500","1.1200","0.0900","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"42.3000","-38.3000","12.4000","9.9000",\N,\N,"4.0000",\N
"46638","S","2012-05-07",\N,"4.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120507_NA","2011",\N,"0.0500","0.0100","0.0200","0.0400",\N,\N,\N,\N,"0.2200","0.8400","1.1400","0.0700","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"51264","RG11","2012-05-07","09:05:00","4.7000",\N,"10.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120507_0905","2011","5/7/12 9:05","0.0500","0.0100","0.0200","0.0400",\N,\N,\N,\N,"0.2200","0.8400","1.1400","0.0700","0.0005","0.9600","0.4795","0.0540",\N,\N,\N,\N,"37.7000","-37.8000","11.0000","-0.3000",\N,"Routine","-0.1000",\N
"54115","RG23","2012-05-07","10:10:00","4.6300",\N,"12.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20120507_1010","2011","5/7/12 10:10","0.0600","0.0100","0.0200","0.0400",\N,\N,\N,\N,"0.2300","0.8500","1.1200","0.0900","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"42.3000","-38.3000","12.4000","9.9000",\N,"Routine","4.0000",\N
"53604","RG22","2012-05-07","07:35:00","4.5800",\N,"11.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20120507_0735","2011","5/7/12 7:35","0.0700","0.0200","0.0200","0.0500",\N,\N,\N,\N,"0.2500","0.9300","1.3200","0.0800","0.0005",\N,\N,\N,\N,\N,\N,\N,"48.0000","-42.9000","13.9000","11.2000",\N,"Routine","5.1000",\N
"46653","N","2012-05-14","08:25:00","5.0200",\N,"5.2000",\N,\N,\N,\N,\N,\N,"77.7000",\N,"0","N_20120514_1325","2011","5/14/12 13:25","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,\N,"0.0800","0.3900","0.6500","0.0300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"16.6000","-19.4000","5.3000","-15.6000",\N,\N,"-2.8000",\N
"46654","S","2012-05-14",\N,"4.9700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120514_NA","2011",\N,"0.0300","0.0050","0.0200","0.0050",\N,\N,\N,\N,"0.0800","0.4000","0.6000","0.0300","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"51265","RG11","2012-05-14","07:45:00","4.9700",\N,"5.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120514_0745","2011","5/14/12 7:45","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,\N,"0.0800","0.4000","0.6000","0.0300","0.0005","0.6000","0.2455","0.0490",\N,\N,\N,\N,"17.8000","-18.8000","5.7000","-5.5000",\N,"Routine","-1.0000",\N
"54116","RG23","2012-05-14","08:25:00","5.0200",\N,"5.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20120514_0825","2011","5/14/12 8:25","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,\N,"0.0800","0.3900","0.6500","0.0300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"16.6000","-19.4000","5.3000","-15.6000",\N,"Routine","-2.8000",\N
"53605","RG22","2012-05-14","07:00:00","4.9300",\N,"5.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20120514_0700","2011","5/14/12 7:00","0.0300","0.0050","0.0100","0.0100",\N,\N,\N,\N,"0.0900","0.3600","0.5400","0.0300","0.0005",\N,\N,\N,\N,\N,\N,\N,"19.3000","-17.0000","5.9000","12.7000",\N,"Routine","2.3000",\N
"51266","RG11","2012-05-21","10:30:00","5.1200",\N,"7.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120521_1030","2011","5/21/12 10:30","0.1300","0.0400","0.0600","0.1900",\N,\N,\N,\N,"0.1300","0.7400","0.8700","0.3600","0.0005","0.7100","0.4494","0.1540",\N,\N,\N,\N,"34.4000","-39.6000","7.3000","-14.1000",\N,"Routine","-5.2000",\N
"46672","N","2012-05-21","09:45:00","5.3900",\N,"7.0000",\N,\N,\N,\N,\N,\N,"61.7000",\N,"2","N_20120521_1445","2011","5/21/12 14:45","0.1400","0.0400","0.1000","0.1700",\N,\N,\N,\N,"0.1200","0.7400","0.8100","0.3300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"31.0000","-37.7000","5.9000","-19.5000",\N,\N,"-6.7000",\N
"46673","S","2012-05-21",\N,"5.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120521_NA","2011",\N,"0.1300","0.0400","0.0600","0.1900",\N,\N,\N,\N,"0.1300","0.7400","0.8700","0.3600","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"54117","RG23","2012-05-21","09:45:00","5.3900",\N,"7.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG23_20120521_0945","2011","5/21/12 9:45","0.1400","0.0400","0.1000","0.1700",\N,\N,\N,\N,"0.1200","0.7400","0.8100","0.3300","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"31.0000","-37.7000","5.9000","-19.5000",\N,"Routine","-6.7000",\N
"53606","RG22","2012-05-21","07:55:00","5.4000",\N,"8.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_20120521_0755","2011","5/21/12 7:55","0.1400","0.0500","0.0900","0.1800",\N,\N,\N,\N,"0.3400","0.8200","0.9800","0.3300","0.0110",\N,\N,\N,\N,\N,\N,\N,"44.1000","-42.1000","7.2000","4.6000",\N,"Routine","2.0000",\N
"51267","RG11","2012-05-28","10:50:00","4.8200",\N,"9.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20120528_1050","2011","5/28/12 10:50","0.0600","0.0300","0.0700","0.1300",\N,\N,\N,\N,"0.0050","0.5900","0.6000","0.2600","0.0005","1.6900","0.2938","0.1560",\N,\N,\N,\N,"28.3000","-29.3000","8.3000","-3.5000",\N,"Routine","-1.0000",\N
"46690","N","2012-05-28","09:50:00","4.8700",\N,"8.6000",\N,\N,\N,\N,\N,\N,\N,\N,"0","N_20120528_1450","2011","5/28/12 14:50","0.0600","0.0300","0.0700","0.1300",\N,\N,\N,\N,"0.0050","0.5600","0.5700","0.2500","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"26.7000","-27.9000","7.6000","-4.4000",\N,\N,"-1.2000",\N
"46691","S","2012-05-28",\N,"4.8200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_20120528_NA","2011",\N,"0.0600","0.0300","0.0700","0.1300",\N,\N,\N,\N,"0.0050","0.5900","0.6000","0.2600","0.0005",\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"54118","RG23","2012-05-28","09:50:00","4.8700",\N,"8.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20120528_0950","2011","5/28/12 9:50","0.0600","0.0300","0.0700","0.1300",\N,\N,\N,\N,"0.0050","0.5600","0.5700","0.2500","0.0005",\N,\N,\N,"0.0100",\N,\N,\N,"26.7000","-27.9000","7.6000","-4.4000",\N,"Routine","-1.2000",\N
"53607","RG22","2012-05-28","12:10:00","4.8600",\N,"10.5000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_20120528_1210","2011","5/28/12 12:10","0.0900","0.0500","0.4200","0.2000",\N,\N,\N,\N,"0.2700","0.9000","1.3000","0.4300","0.0020",\N,\N,\N,\N,\N,\N,\N,"56.8000","-51.8000","11.5000","9.2000",\N,"Routine","5.0000",\N
"51268","RG11","2012-06-03","11:10:00","5.1400",\N,"5.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG11_20120603_1110","2012","6/3/12 11:10","0.0700","0.0100","0.0500","0.0100",\N,\N,\N,\N,"0.0050","0.4700","0.0600","0.0600","0.0005","0.6000","0.2695","0.2520",\N,\N,\N,\N,"13.6000","-12.4000","3.9000","9.2000",\N,"Routine","1.2000",\N
"54119","RG23","2012-06-03","12:00:00","5.5500",\N,"9.8000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG23_20120603_1200","2012","6/3/12 12:00","0.2000","0.0400","0.2100","0.0500",\N,\N,\N,\N,"1.0200","1.2600","1.1000","0.0900","0.0830",\N,\N,\N,"0.0100",\N,\N,\N,"80.1000","-46.5000","10.0000","53.1000",\N,"Routine","33.6000",\N
"53608","RG22","2012-06-03","09:30:00","5.3800",\N,"7.7000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_20120603_0930","2012","6/3/12 9:30","0.1100","0.0200","0.2100","0.0200",\N,\N,\N,\N,"0.6500","0.9100","0.6300","0.0600","0.2170",\N,\N,\N,\N,\N,\N,\N,"53.6000","-30.8000","7.3000","54.0000",\N,"Routine","22.8000",\N
"46708","N","2012-06-03","12:00:00","5.5500",\N,"9.8000",\N,\N,\N,\N,\N,\N,"119.1000",\N,"1","N_20120603_1700","2012","6/3/12 17:00","0.2000","0.0400","0.2100","0.0500",\N,\N,\N,\N,"1.0200","1.2600","1.1000","0.0900","0.0830",\N,\N,\N,"0.0100",\N,\N,\N,"80.1000","-46.5000","10.0000","53.1000",\N,\N,"33.6000",\N
