"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"30684","S","1978-08-07",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19780807_NA","1978",\N,"0.0500","0.0100","0.0050","0.0050",\N,\N,\N,"0.0300","0.1600","3.5000","2.0600","0.2300","0.0550",\N,\N,\N,"0.0500",\N,\N,\N,"112.8000","-112.5000",\N,"1.0000",\N,\N,"1.1000","TRUE"
"49669","RG11","1978-08-14","09:00:00","3.8100",\N,"70.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19780814_0900","1978","8/14/78 9:00","0.2100","0.0300","0.0100","0.0300",\N,\N,\N,\N,"0.4500","6.2000","2.5500","0.3700","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"194.3000","-180.4000","70.9000","7.4000",\N,\N,"13.9000",\N
"52044","RG22","1978-08-14","07:50:00","3.8400",\N,"64.3000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19780814_0750","1978","8/14/78 7:50","2.6000","0.0400","0.0200","0.0300",\N,\N,\N,\N,"0.1400","6.0000","2.3700","0.4700","0.0260",\N,\N,\N,"0.1000",\N,\N,\N,"287.1000","-176.2000","72.8000","47.9000",\N,\N,"110.9000",\N
"30691","S","1978-08-14",\N,"3.8400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19780814_NA","1978",\N,"0.2200","0.0300","0.0200","0.0200",\N,\N,\N,"0.0300","0.4600","6.3000","2.6300","0.2800","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"187.4000","-181.3000",\N,"3.7000",\N,\N,"6.9000","TRUE"
"52045","RG22","1978-08-28","07:50:00","4.0900",\N,"42.9000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19780828_0750","1978","8/28/78 7:50","0.1500","0.0300","0.1900","0.0200",\N,\N,\N,\N,"0.5500","4.5000","1.0000","0.1100",\N,\N,\N,\N,"0.0500",\N,\N,\N,"127.4000","-112.8000","40.5000","12.2000",\N,\N,"14.6000",\N
"49670","RG11","1978-08-29","08:50:00","4.0300",\N,"45.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19780829_0850","1978","8/29/78 8:50","0.1500","0.0200","0.0500","0.0100",\N,\N,\N,\N,"0.2400","4.5000","1.0400","0.1000","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"117.5000","-113.2000","43.2000","3.7000",\N,\N,"4.3000",\N
"30696","S","1978-08-29",\N,"4.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19780829_NA","1978",\N,"0.1400","0.0200","0.0600","0.0050",\N,\N,\N,"0.0500","0.2300","4.5000","1.0500","0.0800","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"122.9000","-112.8000",\N,"9.6000",\N,\N,"11.4000","TRUE"
"49671","RG11","1978-09-05","13:25:00","3.8700",\N,"72.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19780905_1325","1978","9/5/78 13:25","0.0200","0.0400","0.0300","0.0100",\N,\N,\N,\N,"0.2000","4.6000","2.3200","0.3300","0.0005",\N,\N,\N,"0.1000",\N,\N,\N,"151.5000","-142.3000","59.3000","6.3000",\N,\N,"9.2000",\N
"52046","RG22","1978-09-05","07:55:00","3.8800",\N,"66.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19780905_0755","1978","9/5/78 7:55","0.0300","0.0100","0.0200","0.0100",\N,\N,\N,\N,"0.1900","5.1000","2.3500","0.4200","0.0170",\N,\N,\N,"0.1000",\N,\N,\N,"145.6000","-155.8000","59.1000","-6.8000",\N,\N,"-10.2000",\N
"30703","S","1978-09-05",\N,"3.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19780905_NA","1978",\N,"0.0200","0.0200","0.0300","0.0100",\N,\N,\N,"0.0500","0.2000","4.7500","2.3200","0.2400","0.0080",\N,\N,\N,"0.1000",\N,\N,\N,"145.1000","-142.9000",\N,"2.4000",\N,\N,"3.5000","TRUE"
"49672","RG11","1978-09-11","09:00:00","4.0200",\N,"47.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19780911_0900","1978","9/11/78 9:00",\N,\N,\N,\N,\N,\N,\N,\N,"0.6100","4.3000","1.9300","0.3100","0.0100",\N,\N,\N,"0.1000",\N,\N,\N,\N,"-129.3000",\N,\N,\N,\N,\N,\N
"52047","RG22","1978-09-11","07:55:00","4.0100",\N,"55.5000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19780911_0755","1978","9/11/78 7:55",\N,\N,\N,\N,\N,\N,\N,\N,"1.8100","4.7000","2.2100","0.5000","0.5600",\N,\N,\N,"0.1000",\N,\N,\N,\N,"-147.4000",\N,\N,\N,\N,\N,\N
"30706","S","1978-09-11",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19780911_NA","1978",\N,"0.0050","0.0050","0.0050","0.0050",\N,\N,\N,"0.0500","0.6100","4.3500","1.9700","0.2800","0.0090",\N,\N,\N,"0.1000",\N,\N,\N,"136.8000","-130.1000",\N,"6.0000",\N,\N,"8.0000","TRUE"
"49673","RG11","1978-09-18","12:45:00","3.8000",\N,"67.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19780918_1245","1978","9/18/78 12:45","0.1200","0.0300","0.0200","0.0900",\N,\N,\N,\N,"0.5700","6.2000","2.4700","0.3600","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"203.0000","-178.9000","72.4000","12.6000",\N,\N,"24.1000",\N
"52048","RG22","1978-09-18","07:50:00","3.8300",\N,"70.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19780918_0750","1978","9/18/78 7:50","0.1600","0.0400","0.0100","0.1700",\N,\N,\N,\N,"0.5300","6.0000","2.9600","0.6700","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"196.2000","-191.4000","69.7000","2.5000",\N,\N,"4.8000",\N
"30709","S","1978-09-18",\N,"3.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19780918_NA","1978",\N,"0.1200","0.0300","0.0100","0.1000",\N,\N,\N,"0.0500","0.6100","6.2500","2.5500","0.3000","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"209.6000","-179.5000",\N,"16.1000",\N,\N,"31.4000","TRUE"
"49674","RG11","1978-10-02","13:00:00","3.7000",\N,"55.9000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19781002_1300","1978","10/2/78 13:00","0.2900","0.2000","0.7200","0.9000",\N,\N,\N,\N,\N,"4.1000","2.1700","1.8400","0.8000",\N,\N,\N,"0.1000",\N,\N,\N,"121.8000","-172.1000","75.9000","-34.2000",\N,\N,"-50.3000",\N
"52049","RG22","1978-10-02","07:35:00","3.6000",\N,"63.1000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19781002_0735","1978","10/2/78 7:35","0.1800","0.1400","0.2600","0.9000",\N,\N,\N,\N,"0.3400","3.9000","2.3000","1.8400","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"336.3000","-170.0000","105.9000","65.7000",\N,\N,"166.3000",\N
"30713","S","1978-10-02",\N,"3.7100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19781002_NA","1978",\N,"0.3300","0.1900","0.8800","0.9000",\N,\N,\N,\N,"0.6500","4.6500","2.2100","1.7500","0.4900",\N,\N,\N,"0.1000",\N,\N,\N,"324.8000","-181.7000",\N,"56.5000",\N,\N,"143.1000","FALSE"
"49675","RG11","1978-10-09","09:20:00","4.2600",\N,"28.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781009_0920","1978","10/9/78 9:20","0.0200","0.0400","0.0100","0.3300",\N,\N,\N,\N,"0.0500","2.0000","0.9700","0.6300","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"76.6000","-75.0000","26.2000","2.1000",\N,\N,"1.6000",\N
"52050","RG22","1978-10-09","08:30:00","4.3400",\N,"22.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781009_0830","1978","10/9/78 8:30","0.0200","0.0100","0.0050","0.1000",\N,\N,\N,\N,"0.0500","1.8000","0.9100","0.1900","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"54.8000","-57.4000","21.0000","-4.6000",\N,\N,"-2.6000",\N
"30717","S","1978-10-09",\N,"4.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19781009_NA","1978",\N,"0.0200","0.0400","0.2500","0.3200",\N,\N,\N,\N,"0.0400","1.9500","0.9600","0.6000","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"83.1000","-72.9000",\N,"13.1000",\N,\N,"10.2000","TRUE"
"30725","S","1978-10-16",\N,"3.9500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19781016_NA","1978",\N,"0.0900","0.0200","0.7500","0.0700",\N,\N,\N,"0.0100","0.2900","3.4000","3.3100","0.2300","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"157.5000","-130.5000",\N,"18.9000",\N,\N,"27.3000","TRUE"
"49676","RG11","1978-10-16","08:50:00","3.9200",\N,"60.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781016_0850","1978","10/16/78 8:50","0.0900","0.0200","0.0500","0.0700",\N,\N,\N,\N,"0.2800","3.4000","3.3000","0.3000","0.0110",\N,\N,\N,"0.1000",\N,\N,\N,"146.2000","-132.3000","53.9000","10.0000",\N,\N,"13.9000",\N
"52051","RG22","1978-10-16","07:50:00","3.8700",\N,"63.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781016_0750","1978","10/16/78 7:50","0.1000","0.0200","0.0200","0.0700",\N,\N,\N,\N,"0.3100","3.8000","3.5400","0.3400","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"162.3000","-145.6000","60.1000","10.8000",\N,\N,"16.7000",\N
"30730","S","1978-10-24",\N,"4.3300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19781024_NA","1978",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.2800","3.2500","2.9500","0.3800","0.0210",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-125.8000",\N,\N,\N,\N,\N,"FALSE"
"49677","RG11","1978-10-24","09:45:00","4.7500",\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19781024_0945","1978","10/24/78 9:45","0.3100","0.0700","2.3100","0.0100",\N,\N,\N,\N,"0.2900","3.2000","2.6400","0.4800","0.0360",\N,\N,\N,"0.0500",\N,\N,\N,"114.6000","-122.6000","22.4000","-6.7000",\N,\N,"-8.0000",\N
"52052","RG22","1978-10-24","11:50:00","3.9500",\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19781024_1150","1978","10/24/78 11:50","0.2700","0.0300","0.0200","0.0100",\N,\N,\N,\N,"0.3800","3.3000","3.0300","0.5000","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"150.1000","-131.5000","51.8000","13.2000",\N,\N,"18.6000",\N
"30731","S","1978-10-31",\N,"4.0900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19781031_NA","1978",\N,"0.1400","0.0400","0.0400","0.0700",\N,\N,\N,"0.0200","0.2500","2.2000","2.9000","0.2200","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"111.2000","-98.7000",\N,"12.4000",\N,\N,"13.0000","TRUE"
"49678","RG11","1978-10-31","08:05:00","4.0800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781031_0805","1978","10/31/78 8:05","0.1300","0.0400","0.0400","0.0700",\N,\N,\N,\N,"0.2400","2.2000","2.8500","0.2400","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"110.3000","-98.4000","38.3000","11.4000",\N,\N,"11.9000",\N
"52053","RG22","1978-10-31","11:40:00","4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781031_1140","1978","10/31/78 11:40","0.1600","0.0400","0.0400","0.1000",\N,\N,\N,\N,"0.2100","2.4000","3.5500","0.2200","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"126.0000","-113.3000","44.5000","10.6000",\N,\N,"12.7000",\N
"49679","RG11","1978-11-14","09:50:00","4.1300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781114_0950","1978","11/14/78 9:50","0.0200","0.0100","0.0800","0.0500",\N,\N,\N,\N,"0.1000","2.3000","1.7300","0.6100","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"85.7000","-92.9000","33.8000","-8.1000",\N,\N,"-7.2000",\N
"30743","S","1978-11-14",\N,"4.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19781114_NA","1978",\N,"0.0100","0.0100","0.0500","0.0300",\N,\N,\N,"0.0100","0.1300","2.3000","1.7100","0.4500","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"87.8000","-88.1000",\N,\N,\N,\N,\N,"TRUE"
"52054","RG22","1978-11-14","08:50:00","4.1100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781114_0850","1978","11/14/78 8:50","0.0100","0.0100","0.0100","0.0100",\N,\N,\N,\N,"0.1100","2.3000","1.8200","0.2800","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"85.7000","-85.0000","34.2000","0.8000",\N,\N,"0.7000",\N
"49680","RG11","1978-11-20","15:10:00","4.4000",\N,"21.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781120_1510","1978","11/20/78 15:10","0.0050","0.0200","0.0200","0.0700",\N,\N,\N,\N,"0.1000","1.6000","0.7900","0.2100","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"50.8000","-51.9000","18.6000","-2.1000",\N,\N,"-1.1000",\N
"30755","S","1978-11-20",\N,"4.3400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19781120_NA","1978",\N,"0.0050","0.0200","0.0100","0.0700",\N,\N,\N,"0.0100","0.1000","1.6500","0.8100","0.2000","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"57.3000","-53.0000",\N,"8.3000",\N,\N,"4.6000","TRUE"
"52055","RG22","1978-11-20","14:25:00","4.3600",\N,"21.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781120_1425","1978","11/20/78 14:25","0.0050","0.0200","0.0050","0.0700",\N,\N,\N,\N,"0.0800","1.6000","0.7900","0.2900","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"53.2000","-54.2000","20.0000","-1.9000",\N,\N,"-1.0000",\N
"49681","RG11","1978-11-27","15:15:00","4.4800",\N,"16.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781127_1515","1978","11/27/78 15:15","0.0300","0.0100","0.0100","0.0300",\N,\N,\N,"0.0100","0.0200","0.9000","1.1300","0.1900","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"39.0000","-42.3000","15.1000","-7.6000",\N,\N,"-3.1000",\N
"30756","S","1978-11-27",\N,"4.4800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19781127_NA","1978",\N,"0.0300","0.0100","0.0100","0.0300",\N,\N,\N,"0.0100","0.0200","0.9000","1.1300","0.1900","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"39.0000","-42.3000",\N,"-7.6000",\N,\N,"-3.1000","TRUE"
"52056","RG22","1978-11-27","08:45:00","4.4300",\N,"17.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781127_0845","1978","11/27/78 8:45","0.0400","0.0100","0.0050","0.0400",\N,\N,\N,\N,"0.0300","1.1000","1.1900","0.1300","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"43.5000","-45.7000","16.9000","-4.9000",\N,\N,"-2.2000",\N
"49682","RG11","1978-12-04","10:25:00","4.2100",\N,"28.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781204_1025","1978","12/4/78 10:25","0.0300","0.0200","0.0200","0.1000",\N,\N,\N,"0.0100","0.1100","1.9000","1.9100","0.3400","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"76.6000","-79.9000","28.5000","-3.8000",\N,\N,"-3.0000",\N
"30763","S","1978-12-04",\N,"4.2100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19781204_NA","1978",\N,"0.0300","0.0200","0.0200","0.1000",\N,\N,\N,"0.0100","0.1100","1.9000","1.9100","0.3400","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"76.6000","-79.9000",\N,"-3.8000",\N,\N,\N,"TRUE"
"52057","RG22","1978-12-04","08:55:00","4.1900",\N,"31.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19781204_0855","1978","12/4/78 8:55","0.0400","0.0200","0.0100","0.1400",\N,\N,\N,\N,"0.1100","2.1000","2.1000","0.4700","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"80.6000","-90.7000","30.5000","-11.8000",\N,\N,"-10.1000",\N
"49683","RG11","1978-12-12","14:10:00","4.2300",\N,"28.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781212_1410","1978","12/12/78 14:10","0.0400","0.0200","0.0100","0.0300",\N,\N,\N,"0.0200","0.0700","1.6000","2.5100","0.3500","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"69.7000","-83.6000","27.5000","-17.4000",\N,\N,"-13.4000",\N
"30770","S","1978-12-12",\N,"4.2300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19781212_NA","1978",\N,"0.0400","0.0200","0.0100","0.0300",\N,\N,\N,"0.0200","0.0700","1.6000","2.5100","0.3500","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"69.7000","-83.6000",\N,"-17.4000",\N,\N,"-13.4000","TRUE"
"52058","RG22","1978-12-12","11:50:00","4.1300",\N,"35.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19781212_1150","1978","12/12/78 11:50","0.0500","0.0200","0.0050","0.0700",\N,\N,\N,\N,"0.1000","1.9000","3.0300","0.4200","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"87.0000","-100.1000","34.3000","-14.0000",\N,\N,"-13.1000",\N
"49684","RG11","1978-12-19","10:15:00","4.2100",\N,"33.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781219_1015","1978","12/19/78 10:15","0.1600","0.0300","0.0200","0.0600",\N,\N,\N,"0.0200","0.1400","1.4000","3.5400","0.3700","0.0180",\N,\N,\N,"0.0500",\N,\N,\N,"84.7000","-96.5000","30.1000","-12.4000",\N,\N,"-11.3000",\N
"30777","S","1978-12-19",\N,"4.2100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19781219_NA","1978",\N,"0.1600","0.0300","0.0200","0.0600",\N,\N,\N,"0.0200","0.1400","1.4000","3.5400","0.3700","0.0180",\N,\N,\N,"0.0500",\N,\N,\N,"84.7000","-96.5000",\N,"-12.4000",\N,\N,"-11.3000","TRUE"
"52059","RG22","1978-12-19","09:10:00","4.2000",\N,"36.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19781219_0910","1978","12/19/78 9:10","0.1700","0.0300","0.0200","0.0900",\N,\N,\N,\N,"0.1800","1.5000","3.8800","0.3500","0.0170",\N,\N,\N,"0.0500",\N,\N,\N,"88.4000","-103.5000","31.4000","-15.7000",\N,\N,"-15.1000",\N
"49685","RG11","1978-12-28","13:20:00","4.6900",\N,"11.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19781228_1320","1978","12/28/78 13:20","0.0050","0.0100","0.0050","0.0300",\N,\N,\N,"0.0200","0.0200","0.4000","0.9900","0.1500","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"25.7000","-28.5000","9.5000","-8.0000",\N,\N,"-2.2000",\N
"30784","S","1978-12-28",\N,"4.6900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19781228_NA","1978",\N,"0.0050","0.0100","0.0050","0.0300",\N,\N,\N,"0.0200","0.0200","0.4000","0.9900","0.1500","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"25.7000","-28.5000",\N,"-8.0000",\N,\N,"-2.2000","TRUE"
"52060","RG22","1978-12-28","11:55:00","4.7100",\N,"13.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19781228_1155","1978","12/28/78 11:55","0.0050","0.0100","0.0050","0.0400",\N,\N,\N,\N,"0.0200","0.6000","0.9900","0.1500","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"23.5000","-32.6000","9.5000","-32.4000",\N,\N,"-9.1000",\N
"49686","RG11","1979-01-02","12:10:00","4.2600",\N,"25.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790102_1210","1978","1/2/79 12:10","0.0050","0.0100","0.0100","0.0200",\N,\N,\N,"0.0200","0.0700","1.5000","1.9300","0.1100","0.0230",\N,\N,\N,"0.0500",\N,\N,\N,"62.7000","-65.4000","24.6000","-3.3000",\N,\N,"-2.1000",\N
"30791","S","1979-01-02",\N,"4.2600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790102_NA","1978",\N,"0.0050","0.0100","0.0100","0.0200",\N,\N,\N,"0.0200","0.0700","1.5000","1.9300","0.1100","0.0230",\N,\N,\N,"0.0500",\N,\N,\N,"62.7000","-65.4000",\N,"-3.3000",\N,\N,"-2.1000","TRUE"
"52061","RG22","1979-01-02","16:35:00","4.2900",\N,"21.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790102_1635","1978","1/2/79 16:35","0.0050","0.0100","0.0050","0.0200",\N,\N,\N,\N,"0.0800","1.3000","1.8100","0.1100","0.0200",\N,\N,\N,"0.0500",\N,\N,\N,"57.8000","-59.3000","22.9000","-2.6000",\N,\N,"-1.5000",\N
"49687","RG11","1979-01-08","13:45:00","4.5800",\N,"13.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790108_1345","1978","1/8/79 13:45","0.0050","0.0100","0.0100","0.0050",\N,\N,\N,"0.0200","0.0200","0.4000","1.1000","0.0800","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"30.7000","-28.3000","11.5000","9.7000",\N,\N,"2.9000",\N
"30798","S","1979-01-08",\N,"4.5800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790108_NA","1978",\N,"0.0050","0.0100","0.0100","0.0050",\N,\N,\N,"0.0200","0.0200","0.4000","1.1000","0.0800","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"30.7000","-28.3000",\N,"9.7000",\N,\N,"2.9000","TRUE"
"52062","RG22","1979-01-08","16:25:00","4.5400",\N,"12.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790108_1625","1978","1/8/79 16:25","0.0050","0.0100","0.0050","0.0050",\N,\N,\N,\N,"0.0200","0.4000","1.4300","0.0400","0.0050",\N,\N,\N,\N,\N,\N,\N,"31.4000","-32.5000","12.6000","-3.4000",\N,\N,"-1.1000",\N
"49688","RG11","1979-01-16","13:15:00","4.4200",\N,"18.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790116_1315","1978","1/16/79 13:15","0.0100","0.0200","0.0050","0.0400",\N,\N,\N,"0.0100","0.0200","0.6000","1.4100","0.2500","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"44.0000","-42.2000","16.7000","4.9000",\N,\N,"2.1000",\N
"30805","S","1979-01-16",\N,"4.4200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790116_NA","1978",\N,"0.0100","0.0200","0.0050","0.0400",\N,\N,\N,"0.0100","0.0200","0.6000","1.4100","0.2500","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"44.0000","-42.2000",\N,"4.9000",\N,\N,"2.1000","TRUE"
"52063","RG22","1979-01-16","11:00:00","4.5000",\N,"17.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790116_1100","1978","1/16/79 11:00","0.0100","0.0200","0.0050","0.0500",\N,\N,\N,\N,"0.0200","0.8000","1.3000","0.2400","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"37.2000","-44.3000","14.7000","-17.4000",\N,\N,"-7.1000",\N
"49689","RG11","1979-01-23","13:40:00","4.7000",\N,"9.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790123_1340","1978","1/23/79 13:40","0.0050","0.0100","0.0050","0.0050",\N,\N,\N,"0.0100","0.0200","0.2000","0.8400","0.0700","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"23.3000","-19.7000","8.6000","18.0000",\N,\N,"3.9000",\N
"30812","S","1979-01-23",\N,"4.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790123_NA","1978",\N,"0.0050","0.0100","0.0050","0.0050",\N,\N,\N,"0.0100","0.0200","0.2000","0.8400","0.0700","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"23.3000","-19.7000",\N,"18.0000",\N,\N,"3.9000","TRUE"
"52064","RG22","1979-01-23","12:00:00","4.7200",\N,"9.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790123_1200","1978","1/23/79 12:00","0.0050","0.0100","0.0050","0.0100",\N,\N,\N,\N,"0.0300","0.3000","0.9500","0.0700","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"22.4000","-23.5000","8.6000","-4.8000",\N,\N,"-1.1000",\N
"49690","RG11","1979-01-30","09:20:00","4.6500",\N,"10.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790130_0920","1978","1/30/79 9:20","0.0050","0.0100","0.0050","0.0400",\N,\N,\N,"0.0100","0.0100","0.5000","0.2000","0.1700","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"26.7000","-18.4000","9.5000","37.9000",\N,\N,"8.6000",\N
"52065","RG22","1979-01-30","12:55:00","4.4000",\N,"14.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790130_1255","1978","1/30/79 12:55","0.0050","0.0200","0.0050","0.0700",\N,\N,\N,\N,"0.0400","1.2000","0.7000","0.1300","0.0200",\N,\N,\N,"0.0500",\N,\N,\N,"47.1000","-39.9000","17.4000","16.6000",\N,\N,"7.2000",\N
"30819","S","1979-01-30",\N,"4.6500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790130_NA","1978",\N,"0.0050","0.0100","0.0050","0.0400",\N,\N,\N,"0.0100","0.0100","0.5000","0.2000","0.1700","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"26.7000","-18.4000",\N,"37.9000",\N,\N,"8.6000","TRUE"
"49691","RG11","1979-02-06","09:25:00","4.4600",\N,"16.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790206_0925","1978","2/6/79 9:25","0.0050","0.0200","0.0100","0.0200",\N,\N,\N,"0.0100","0.0100","0.5000","1.4300","0.2500","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"39.1000","-40.5000","15.3000","-2.8000",\N,\N,"-1.1000",\N
