"refNo", "site", "date", "timeEST", "pH", "pHmetrohm", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "archived", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "chla_M", "chla_T", "chla_MT", "chla_WM"
"57793","RG23","2007-07-09","14:30:00","4.7600",\N,\N,"11.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070709_1430","2007","07/09/2007 14:30","0.0700","0.0100","0.0300","0.0050",\N,\N,\N,"0.3000","1.3100","0.6200","0.0400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"39.3000","-38.4000","10.6000","2.3000",\N,"Routine","0.9000",\N,\N,\N,\N
"57282","RG11","2007-07-09","14:50:00","4.7800",\N,\N,"11.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070709_1450","2007","07/09/2007 14:50","0.0700","0.0100","0.0300","0.0050",\N,\N,\N,"0.3100","1.2900","0.6400","0.0300","0.0005","1.2100","0.3855","0.0010","0.0500",\N,\N,\N,"39.5000","-38.0000","10.3000","3.9000",\N,"Routine","1.5000",\N,\N,\N,\N
"54242","RG22","2007-07-09","15:20:00","4.7500",\N,\N,"12.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070709_1520","2007","7/9/07 15:20","0.0800","0.0100","0.0300","0.0100",\N,\N,\N,"0.3300","1.4000","0.6900","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"42.1000","-41.6000","11.1000","1.2000",\N,"Routine","0.5000",\N,\N,\N,\N
"57794","RG23","2007-07-16","10:10:00","4.7300",\N,\N,"12.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070716_1010","2007","07/16/2007 10:10","0.1500","0.0300","0.0300","0.0400",\N,\N,\N,"0.3600","1.4900","0.9600","0.0700","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"51.0000","-48.4000","12.4000","5.2000",\N,"Routine","2.6000",\N,\N,\N,\N
"57283","RG11","2007-07-16","11:00:00","4.5500",\N,\N,"16.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070716_1100","2007","07/16/2007 11:00","0.1500","0.0300","0.0300","0.0400",\N,\N,\N,"0.3700","2.0000","1.0600","0.0700","0.0005","1.2200","0.4613","0.0010","0.0500",\N,\N,\N,"61.6000","-60.6000","16.8000","1.6000",\N,"Routine","1.0000",\N,\N,\N,\N
"54243","RG22","2007-07-16","06:40:00","4.7000",\N,\N,"12.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070716_0640","2007","7/16/07 6:40","0.1500","0.0300","0.0500","0.0300",\N,\N,\N,"0.3100","1.5700","0.8800","0.0700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"49.7000","-48.8000","12.7000","1.8000",\N,"Routine","0.9000",\N,\N,\N,\N
"57795","RG23","2007-07-23","10:00:00","4.3900",\N,\N,"20.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070723_1000","2007","07/23/2007 10:00","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,"0.2600","1.9500","1.0700","0.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"57.8000","-58.6000","20.0000","-1.4000",\N,"Routine","-0.8000",\N,\N,\N,\N
"57284","RG11","2007-07-23","11:10:00","4.3800",\N,\N,"20.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070723_1110","2007","07/23/2007 11:10","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,"0.2500","1.9200","1.1600","0.0300","0.0005","1.3000","0.4119","0.0010","0.0500",\N,\N,\N,"58.6000","-59.5000","20.3000","-1.5000",\N,"Routine","-0.9000",\N,\N,\N,\N
"54244","RG22","2007-07-23","06:45:00","4.3900",\N,\N,"19.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070723_0645","2007","7/23/07 6:45","0.0400","0.0050","0.0200","0.0050",\N,\N,\N,"0.2400","1.8800","1.1900","0.0400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"57.2000","-59.4000","20.0000","-3.8000",\N,"Routine","-2.2000",\N,\N,\N,\N
"57796","RG23","2007-08-07","07:55:00","4.0300",\N,\N,"44.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070807_0755","2007","08/07/2007 7:55","0.1100","0.0200","0.0300","0.0200",\N,\N,\N,"0.4500","4.2500","1.5200","0.1100","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"127.0000","-116.0000","44.0000","9.1000",\N,"Routine","11.0000",\N,\N,\N,\N
"57285","RG11","2007-08-07","08:20:00","4.1400",\N,\N,"35.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070807_0820","2007","08/07/2007 8:20","0.0800","0.0200","0.0300","0.0200",\N,\N,\N,"0.4800","3.5800","1.2400","0.0800","0.0005","1.5100","0.6131","0.0010","0.0500",\N,\N,\N,"106.7000","-96.7000","35.3000","9.8000",\N,"Routine","10.0000",\N,\N,\N,\N
"54245","RG22","2007-08-07","08:50:00","4.1500",\N,\N,"34.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070807_0850","2007","8/7/07 8:50","0.1100","0.0400","0.1300","0.0900",\N,\N,\N,"1.2200","4.3600","1.3900","0.1700","0.2310",\N,\N,\N,"0.0500",\N,\N,\N,"154.4000","-117.9000","39.9000","26.8000",\N,"Routine","36.5000",\N,\N,\N,\N
"57797","RG23","2007-08-14","08:05:00","4.5800",\N,\N,"14.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070814_0805","2007","08/14/2007 8:05","0.0300","0.0050","0.0300","0.0050",\N,\N,\N,"0.3100","1.5800","0.6400","0.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"46.4000","-44.0000","14.1000","5.3000",\N,"Routine","2.4000",\N,\N,\N,\N
"57286","RG11","2007-08-14","07:45:00","4.6300",\N,\N,"12.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070814_0745","2007","08/14/2007 7:45","0.0400","0.0050","0.0200","0.0050",\N,\N,\N,"0.2200","1.2700","0.6000","0.0300","0.0005","1.3500","0.3155","0.0090","0.0500",\N,\N,\N,"39.2000","-36.9000","12.1000","6.0000",\N,"Routine","2.3000",\N,\N,\N,\N
"54246","RG22","2007-08-14","06:40:00","4.5200",\N,\N,"14.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070814_0640","2007","8/14/07 6:40","0.0300","0.0050","0.0200","0.0050",\N,\N,\N,"0.3100","1.7300","0.7500","0.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"50.0000","-48.9000","15.8000","2.2000",\N,"Routine","1.1000",\N,\N,\N,\N
"57798","RG23","2007-08-20","10:50:00","4.3500",\N,\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070820_1050","2007","08/20/2007 10:50","0.4000","0.0800","0.1000","0.0300",\N,\N,\N,"0.1900","2.6200","1.5300","0.2000","0.0005",\N,\N,\N,"0.0200",\N,\N,\N,"85.6000","-84.8000","24.7000","0.9000",\N,"Routine","0.8000",\N,\N,\N,\N
"57287","RG11","2007-08-20","11:55:00","4.2200",\N,\N,"30.9000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_20070820_1155","2007","08/20/2007 11:55","0.5600","0.0800",\N,"0.0300",\N,\N,\N,"0.2000","3.4000","2.2100","0.1500","0.0005",\N,\N,\N,\N,\N,\N,\N,"30.4000","-110.5000","26.8000","-113.7000",\N,"Routine","-80.1000",\N,\N,\N,\N
"54247","RG22","2007-08-20","07:15:00","4.2900",\N,\N,"28.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_20070820_0715","2007","8/20/07 7:15","0.5900","0.0700",\N,\N,\N,\N,\N,"0.3300","3.4200","2.0800","0.2700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-112.2000",\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"57799","RG23","2007-08-27","10:40:00","4.1200",\N,\N,"40.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070827_1040","2007","08/27/2007 10:40","0.1800","0.0400","0.0500","0.1400",\N,\N,\N,"0.6100","4.7900","1.8900","0.1600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"129.3000","-134.6000","40.6000","-4.0000",\N,"Routine","-5.3000",\N,\N,\N,\N
"57288","RG11","2007-08-27","10:00:00","4.2100",\N,\N,"33.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070827_1000","2007","08/27/2007 10:00","0.1900","0.0500","0.1200","0.1100",\N,\N,\N,"0.5500","4.1600","1.6100","0.1300","0.0005","2.4000","0.8092","0.0170","0.0500",\N,\N,\N,"114.0000","-116.1000","34.1000","-1.8000",\N,"Routine","-2.1000",\N,\N,\N,\N
"54248","RG22","2007-08-27","07:20:00","4.1400",\N,\N,"38.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070827_0720","2007","8/27/07 7:20","0.1700","0.0300","0.0400","0.1300",\N,\N,\N,"0.6300","4.6500","1.8100","0.1600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"125.0000","-130.4000","39.0000","-4.2000",\N,"Routine","-5.4000",\N,\N,\N,\N
"57800","RG23","2007-09-03","12:10:00","4.0900",\N,\N,"40.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070903_1210","2007","09/03/2007 12:10","0.2000","0.0300","0.0400","0.0400",\N,\N,\N,"0.6500","4.7900","1.9700","0.1200","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"132.5000","-134.7000","42.4000","-1.6000",\N,"Routine","-2.2000",\N,\N,\N,\N
"57289","RG11","2007-09-03","13:05:00","4.0900",\N,\N,"40.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070903_1305","2007","09/03/2007 13:05","0.1900","0.0300","0.0100","0.0300",\N,\N,\N,"0.6700","4.9600","1.9100","0.1300","0.0005","3.2700",\N,"0.0010","0.0500",\N,\N,\N,"134.5000","-137.6000","42.6000","-2.3000",\N,"Routine","-3.1000",\N,\N,\N,\N
"54249","RG22","2007-09-03","08:35:00","6.5600",\N,\N,"41.1000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_20070903_0835","2007","9/3/07 8:35",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"57801","RG23","2007-09-12","13:30:00","4.6700",\N,\N,"11.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070912_1330","2007","09/12/2007 13:30","0.0500","0.0050","0.0300","0.0200",\N,\N,\N,"0.1400","1.2500","0.7100","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"33.7000","-38.8000","11.3000","-14.1000",\N,"Routine","-5.1000",\N,\N,\N,\N
"57290","RG11","2007-09-12","14:05:00","4.6000",\N,\N,"12.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070912_1405","2007","09/12/2007 14:05","0.0500","0.0050","0.0200","0.0100",\N,\N,\N,"0.2500","1.4700","0.8000","0.0700","0.0005","1.2800","0.3768","0.0020","0.0500",\N,\N,\N,"43.2000","-45.4000","13.5000","-5.0000",\N,"Routine","-2.2000",\N,\N,\N,\N
"54250","RG22","2007-09-12","12:55:00","4.6000",\N,\N,"13.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070912_1255","2007","9/12/07 12:55","0.0500","0.0050","0.0100","0.0100",\N,\N,\N,"0.2000","1.3400","0.7900","0.0600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"39.8000","-42.3000","13.1000","-6.1000",\N,"Routine","-2.5000",\N,\N,\N,\N
"57802","RG23","2007-09-17","09:40:00","4.3700",\N,\N,"18.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20070917_0940","2007","09/17/2007 9:40","0.0300","0.0050","0.0200","0.0200",\N,\N,\N,"0.3300","1.8300","0.8200","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"64.2000","-52.7000","20.5000","19.7000",\N,"Routine","11.5000",\N,\N,\N,\N
"57291","RG11","2007-09-17","10:30:00","4.3800",\N,\N,"18.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20070917_1030","2007","09/17/2007 10:30","0.0200","0.0050","0.0050","0.0200",\N,\N,\N,"0.3200","1.7900","0.7900","0.0400","0.0005","0.8900","0.3703","0.0010","0.0500",\N,\N,\N,"62.2000","-51.1000","20.0000","19.6000",\N,"Routine","11.1000",\N,\N,\N,\N
"54251","RG22","2007-09-17","06:45:00","4.3300",\N,\N,"20.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20070917_0645","2007","9/17/07 6:45","0.0200","0.0050","0.0100","0.0300",\N,\N,\N,"0.3600","2.1000","0.9300","0.0600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"69.7000","-60.3000","22.7000","14.5000",\N,"Routine","9.4000",\N,\N,\N,\N
"57803","RG23","2007-09-24","10:00:00","6.4600",\N,\N,"40.4000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG23_20070924_1000","2007","09/24/2007 10:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"57292","RG11","2007-09-24","11:15:00","4.2200",\N,\N,"43.0000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_20070924_1115","2007","09/24/2007 11:15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"54252","RG22","2007-09-24","12:45:00","4.0700",\N,\N,"41.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_20070924_1245","2007","9/24/07 12:45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"57804","RG23","2007-10-01","10:30:00","5.8900",\N,\N,"12.0000",\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG23_20071001_1030","2007","10/01/2007 10:30","0.1300","0.0800","0.5700","0.0500",\N,\N,\N,"1.7300","2.1200","0.6300","0.1200","0.9620",\N,\N,\N,"0.0500",\N,\N,\N,"127.0000","-57.6000","13.9000","75.2000",\N,"Routine","69.4000",\N,\N,\N,\N
"57293","RG11","2007-10-01","11:45:00","4.7600",\N,\N,"11.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071001_1145","2007","10/01/2007 11:45","0.1300","0.0300","0.1100","0.0400",\N,\N,\N,"0.2400","1.6600","0.6400","0.0800","0.0005","1.3800","0.3253","0.0010","0.0500",\N,\N,\N,"44.6000","-47.1000","11.5000","-5.5000",\N,"Routine","-2.5000",\N,\N,\N,\N
"54253","RG22","2007-10-01","07:30:00","4.6400",\N,\N,"12.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071001_0730","2007","10/1/07 7:30","0.1200","0.0200","0.0700","0.0300",\N,\N,\N,"0.4100","1.8600","0.8100","0.0800","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"56.4000","-54.0000","14.5000","4.3000",\N,"Routine","2.4000",\N,\N,\N,\N
"57805","RG23","2007-10-09","07:50:00","4.6900",\N,\N,"12.9000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG23_20071009_0750","2007","10/09/2007 7:50","0.0800","0.0200","0.0800","0.0700",\N,\N,\N,"0.1500","1.7000","0.7300","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"39.5000","-49.7000","12.2000","-22.9000",\N,"Routine","-10.2000",\N,\N,\N,\N
"57294","RG11","2007-10-09","08:15:00","5.4300",\N,\N,"11.2000",\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG11_20071009_0815","2007","10/09/2007 8:15","0.0600","0.0300","0.3500","0.1800",\N,\N,\N,"1.1500","1.5700","0.7500","0.1900","0.4230","2.0800","2.5450","1.4810","0.0500",\N,\N,\N,"95.6000","-50.1000","11.2000","62.5000",\N,"Routine","45.5000",\N,\N,\N,\N
"54254","RG22","2007-10-09","07:05:00","4.4300",\N,\N,"16.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071009_0705","2007","10/9/07 7:05","0.0800","0.0200","0.0300","0.1100",\N,\N,\N,"0.1800","1.6400","0.9300","0.0800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"58.3000","-51.3000","18.3000","12.8000",\N,"Routine","7.0000",\N,\N,\N,\N
"57806","RG23","2007-10-15","11:35:00","4.4900",\N,\N,"15.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071015_1135","2007","10/15/2007 11:35","0.0300","0.0100","0.0200","0.0500",\N,\N,\N,"0.1700","1.2200","0.9100","0.1200","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"46.8000","-43.4000","15.6000","7.5000",\N,"Routine","3.4000",\N,\N,\N,\N
"57295","RG11","2007-10-15","09:55:00","4.4500",\N,\N,"17.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071015_0955","2007","10/15/2007 9:55","0.0400","0.0100","0.0400","0.0600",\N,\N,\N,"0.1800","1.4000","0.9700","0.1300","0.0005","0.8900","0.3563","0.0010","0.0500",\N,\N,\N,"52.3000","-48.4000","17.2000","7.7000",\N,"Routine","3.9000",\N,\N,\N,\N
"54255","RG22","2007-10-15","06:55:00","4.3900",\N,\N,"19.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071015_0655","2007","10/15/07 6:55","0.0300","0.0200","0.0200","0.0600",\N,\N,\N,"0.1400","1.6200","1.1600","0.1400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"54.8000","-56.3000","19.5000","-2.7000",\N,"Routine","-1.5000",\N,\N,\N,\N
"57807","RG23","2007-10-22","09:40:00","4.9300",\N,\N,"6.2000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG23_20071022_0940","2007","10/22/2007 9:40","0.0300","0.0100","0.1800","0.0200",\N,\N,\N,"0.0050","0.5300","0.4100","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"19.8000","-19.0000","6.1000","4.1000",\N,"Routine","0.8000",\N,\N,\N,\N
"57296","RG11","2007-10-22","10:20:00","4.8600",\N,\N,"7.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG11_20071022_1020","2007","10/22/2007 10:20","0.0300","0.0050","0.0300","0.0300",\N,\N,\N,"0.0400","0.6400","0.5600","0.0500","0.0005","0.4400","0.2843","0.1270","0.0500",\N,\N,\N,"21.7000","-23.7000","7.0000","-8.8000",\N,"Routine","-2.0000",\N,\N,\N,\N
"54256","RG22","2007-10-22","11:10:00","4.8800",\N,\N,"6.5000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_20071022_1110","2007","10/22/07 11:10","0.0200","0.0050","0.0200","0.0300",\N,\N,\N,"0.0050","0.5400","0.0100","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"16.7000","-12.8000","5.8000","26.4000",\N,"Routine","3.9000",\N,\N,\N,\N
"57808","RG23","2007-10-29","09:50:00","4.9200",\N,\N,"6.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071029_0950","2007","10/29/2007 9:50","0.0200","0.0100","0.0100","0.0900",\N,\N,\N,"0.0500","0.5200","0.3300","0.1400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"20.8000","-20.1000","6.3000","3.4000",\N,"Routine","0.7000",\N,\N,\N,\N
"57297","RG11","2007-10-29","10:30:00","4.9100",\N,\N,"5.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071029_1030","2007","10/29/2007 10:30","0.0200","0.0100","0.0100","0.0800",\N,\N,\N,"0.0200","0.4900","0.2800","0.1500","0.0005","0.2900","0.0826","0.0040","0.0500",\N,\N,\N,"19.4000","-18.9000","6.1000","2.6000",\N,"Routine","0.5000",\N,\N,\N,\N
"54257","RG22","2007-10-29","11:35:00","4.8800",\N,\N,"6.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071029_1135","2007","10/29/07 11:35","0.0300","0.0200","0.0200","0.1300",\N,\N,\N,"0.0400","0.5700","0.3500","0.1900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"24.7000","-22.8000","7.0000","8.0000",\N,"Routine","1.9000",\N,\N,\N,\N
"57809","RG23","2007-11-12","10:45:00","4.3700",\N,\N,"24.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071112_1045","2007","11/12/2007 10:45","0.1300","0.0300","0.0300","0.1200",\N,\N,\N,"0.6600","2.3300","2.1500","0.2700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"94.2000","-90.7000","25.4000","3.8000",\N,"Routine","3.5000",\N,\N,\N,\N
"57298","RG11","2007-11-12","11:30:00","4.5400",\N,\N,"17.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071112_1130","2007","11/12/2007 11:30","0.1100","0.0300","0.0200","0.0900",\N,\N,\N,"0.4500","1.5900","1.5000","0.2000","0.0005","0.5300","0.6355","0.0010","0.0500",\N,\N,\N,"66.6000","-62.9000","17.4000","5.7000",\N,"Routine","3.7000",\N,\N,\N,\N
"54258","RG22","2007-11-12","08:40:00","4.3700",\N,\N,"24.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071112_0840","2007","11/12/07 8:40","0.1700","0.0400","0.0200","0.1500",\N,\N,\N,"0.5800","2.1900","2.3100","0.3000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"93.6000","-91.2000","25.3000","2.6000",\N,"Routine","2.4000",\N,\N,\N,\N
"57810","RG23","2007-11-19","11:40:00","4.5100",\N,\N,"14.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071119_1140","2007","11/19/2007 11:40","0.0300","0.0050","0.0050","0.0100",\N,\N,\N,"0.2100","1.3200","0.8000","0.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"45.0000","-41.2000","15.0000","8.8000",\N,"Routine","3.8000",\N,\N,\N,\N
"57299","RG11","2007-11-19","10:20:00","4.5000",\N,\N,"14.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071119_1020","2007","11/19/2007 10:20","0.0300","0.0050","0.0050","0.0100",\N,\N,\N,"0.2200","1.3600","0.8800","0.0400","0.0005","0.4200","0.3261","0.0010","0.0500",\N,\N,\N,"46.7000","-43.6000","15.5000","6.9000",\N,"Routine","3.1000",\N,\N,\N,\N
"54259","RG22","2007-11-19","08:05:00","4.4800",\N,\N,"15.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071119_0805","2007","11/19/07 8:05","0.0300","0.0050","0.0050","0.0100",\N,\N,\N,"0.2400","1.4600","0.9300","0.0400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"48.9000","-46.5000","16.3000","5.0000",\N,"Routine","2.4000",\N,\N,\N,\N
"57811","RG23","2007-11-26","10:55:00","4.0900",\N,\N,"37.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071126_1055","2007","11/26/2007 10:55","0.0900","0.0300","0.0200","0.1900",\N,\N,\N,"0.4700","3.0100","2.8900","0.3300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"123.1000","-118.4000","40.2000","3.9000",\N,"Routine","4.7000",\N,\N,\N,\N
"57300","RG11","2007-11-26","11:45:00","4.0300",\N,\N,"37.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071126_1145","2007","11/26/2007 11:45","0.0900","0.0300","0.0300","0.2000",\N,\N,\N,"0.5300","3.3600","3.4000","0.3700","0.0005","0.9800","1.1610","0.0010","0.0500",\N,\N,\N,"139.5000","-135.1000","46.0000","3.2000",\N,"Routine","4.4000",\N,\N,\N,\N
"54260","RG22","2007-11-26","10:00:00","4.0100",\N,\N,"45.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071126_1000","2007","11/26/07 10:00","0.1100","0.0300","0.0300","0.2000",\N,\N,\N,"0.5700","3.4900","3.8000","0.3600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"146.7000","-143.9000","48.4000","1.9000",\N,"Routine","2.8000",\N,\N,\N,\N
"57812","RG23","2007-12-04","12:50:00","4.9200",\N,\N,"6.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071204_1250","2007","12/04/2007 12:50","0.0300","0.0050","0.0050","0.0200",\N,\N,\N,"0.0300","0.3600","0.5300","0.0200","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"16.6000","-16.6000","5.7000",\N,\N,"Routine",\N,\N,\N,\N,\N
"57301","RG11","2007-12-04","13:05:00","4.9300",\N,\N,"6.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071204_1305","2007","12/04/2007 13:05","0.0300","0.0050","0.0050","0.0200",\N,\N,\N,"0.0300","0.3700","0.5600","0.0300","0.0005","0.1300","0.1537","0.0040","0.0500",\N,\N,\N,"16.7000","-17.6000","5.7000","-5.2000",\N,"Routine","-0.9000",\N,\N,\N,\N
"54261","RG22","2007-12-04","12:10:00","4.8800",\N,\N,"6.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071204_1210","2007","12/4/07 12:10","0.0300","0.0050","0.0050","0.0300",\N,\N,\N,"0.0050","0.4100","0.5400","0.0400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"16.8000","-18.4000","6.2000","-9.1000",\N,"Routine","-1.6000",\N,\N,\N,\N
"57813","RG23","2007-12-10","11:10:00","4.4700",\N,\N,"16.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071210_1110","2007","12/10/2007 11:10","0.0800","0.0100","0.0100","0.1300",\N,\N,\N,"0.1400","0.7500","1.9800","0.2000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"52.4000","-53.1000","17.0000","-1.3000",\N,"Routine","-0.7000",\N,\N,\N,\N
"57302","RG11","2007-12-10","12:10:00","4.4700",\N,\N,"16.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071210_1210","2007","12/10/2007 12:10","0.1000","0.0200","0.0100","0.1900",\N,\N,\N,"0.1700","0.8500","2.0000","0.3700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"58.9000","-60.3000","17.9000","-2.3000",\N,"Routine","-1.4000",\N,\N,\N,\N
