"refNo", "site", "date", "timeEST", "pH", "pHmetrohm", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "archived", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "chla_M", "chla_T", "chla_MT", "chla_WM"
"54262","RG22","2007-12-10","10:15:00","4.4600",\N,\N,"19.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071210_1015","2007","12/10/07 10:15","0.1300","0.0200","0.0100","0.5500",\N,\N,\N,"0.2100","1.0500","2.4300","0.6800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"78.6000","-80.1000","20.7000","-1.9000",\N,"Routine","-1.5000",\N,\N,\N,\N
"57814","RG23","2007-12-17","11:20:00","4.8100",\N,\N,"7.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071217_1120","2007","12/17/2007 11:20","0.0050","0.0050","0.0050","0.0100",\N,\N,\N,"0.0200","0.3700","0.6200","0.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"17.8000","-18.5000","7.0000","-3.9000",\N,"Routine","-0.7000",\N,\N,\N,\N
"57303","RG11","2007-12-17","10:00:00","4.7900",\N,\N,"7.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071217_1000","2007","12/17/2007 10:00","0.0100","0.0050","0.0050","0.0200",\N,\N,\N,"0.0300","0.4000","0.6900","0.0400","0.0005","0.0900","0.1797","0.0010","0.0500",\N,\N,\N,"20.2000","-20.6000","7.4000","-2.0000",\N,"Routine","-0.4000",\N,\N,\N,\N
"54263","RG22","2007-12-17","09:15:00","4.7200",\N,\N,"8.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071217_0915","2007","12/17/07 9:15","0.0100","0.0050","0.0050","0.0600",\N,\N,\N,"0.0300","0.4400","0.8200","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"24.4000","-24.9000","8.8000","-2.0000",\N,"Routine","-0.5000",\N,\N,\N,\N
"57815","RG23","2007-12-24","09:25:00","4.5700",\N,\N,"14.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071224_0925","2007","12/24/2007 9:25","0.0300","0.0500","0.0200","0.4100",\N,\N,\N,"0.0700","0.8400","1.0200","0.7600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"54.8000","-55.3000","15.1000","-0.9000",\N,"Routine","-0.5000",\N,\N,\N,\N
"57304","RG11","2007-12-24","09:00:00","4.4900",\N,\N,"17.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071224_0900","2007","12/24/2007 9:00","0.0400","0.0800","0.0300","0.6000",\N,\N,\N,"0.0600","1.0100","1.1600","1.0800","0.0005","0.0900","0.2718","0.0010","0.0500",\N,\N,\N,"71.6000","-70.1000","18.7000","2.1000",\N,"Routine","1.5000",\N,\N,\N,\N
"54264","RG22","2007-12-24","08:25:00","4.4600",\N,\N,"19.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071224_0825","2007","12/24/07 8:25","0.0400","0.0900","0.0300","0.7600",\N,\N,\N,"0.0600","1.0600","1.2500","1.3800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"81.2000","-81.1000","20.7000","0.1000",\N,"Routine","0.1000",\N,\N,\N,\N
"57816","RG23","2007-12-31","12:15:00","4.6000",\N,\N,"12.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20071231_1215","2007","12/31/2007 12:15","0.0200","0.0050","0.0050","0.0500",\N,\N,\N,"0.1400","0.9200","1.0400","0.1000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"36.6000","-38.7000","12.5000","-5.6000",\N,"Routine","-2.1000",\N,\N,\N,\N
"57305","RG11","2007-12-31","13:00:00","4.5700",\N,\N,"13.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20071231_1300","2007","12/31/2007 13:00","0.0200","0.0050","0.0050","0.0500",\N,\N,\N,"0.1600","1.0500","1.1000","0.1100","0.0005","0.2000","0.3542","0.0010","0.0500",\N,\N,\N,"39.9000","-42.7000","13.5000","-6.8000",\N,"Routine","-2.8000",\N,\N,\N,\N
"54265","RG22","2007-12-31","13:40:00","4.5500",\N,\N,"13.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20071231_1340","2007","12/31/07 13:40","0.0200","0.0050","0.0050","0.0700",\N,\N,\N,"0.1200","0.9100","1.1400","0.1300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"39.4000","-40.9000","13.7000","-3.7000",\N,"Routine","-1.5000",\N,\N,\N,\N
"57817","RG23","2008-01-07","09:40:00","4.6100",\N,\N,"11.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080107_0940","2007","01/07/2008 9:40","0.0400","0.0050","0.0050","0.0400",\N,\N,\N,"0.0900","0.5800","1.2200","0.0700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"33.8000","-33.7000","11.7000","0.3000",\N,"Routine","0.1000",\N,\N,\N,\N
"57306","RG11","2008-01-07","11:40:00","4.5500",\N,\N,"12.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080107_1140","2007","01/07/2008 11:40","0.0500","0.0050","0.0050","0.0600","0.0150",\N,\N,"0.0700","0.6000","1.4200","0.1000","0.0005","0.5000","0.3966","0.0210","0.0500",\N,\N,\N,"38.1000","-38.2000","13.3000","-0.3000",\N,"Routine","-0.1000",\N,\N,\N,\N
"54266","RG22","2008-01-07","09:10:00","4.7400",\N,\N,"9.8000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_20080107_0910","2007","1/7/08 9:10","0.2700","0.0300","0.0200","0.1300",\N,\N,\N,"0.0050","0.5900","0.7600","0.2200","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"40.6000","-30.7000","10.0000","27.8000",\N,"Routine","9.9000",\N,\N,\N,\N
"57818","RG23","2008-01-15","09:40:00","4.6100",\N,\N,"11.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080115_0940","2007","01/15/2008 9:40","0.0500","0.0100","0.0100","0.0600",\N,\N,\N,"0.1400","0.9700","0.8200","0.1100","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"38.5000","-36.5000","12.3000","5.3000",\N,"Routine","2.0000",\N,\N,\N,\N
"57307","RG11","2008-01-15","10:05:00","4.5400",\N,\N,"13.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080115_1005","2007","01/15/2008 10:05","0.0600","0.0100","0.0100","0.0700","0.0223",\N,\N,"0.1500","1.0600","0.9900","0.1300","0.0005","0.4800","0.3177","0.0010","0.0500",\N,\N,\N,"44.7000","-41.7000","14.3000","6.9000",\N,"Routine","3.0000",\N,\N,\N,\N
"54267","RG22","2008-01-15","08:55:00","4.4900",\N,\N,"15.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080115_0855","2007","1/15/08 8:55","0.0800","0.0200","0.0200","0.1000",\N,\N,\N,"0.1800","1.2300","1.1100","0.1900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"52.8000","-48.8000","16.4000","7.9000",\N,"Routine","4.0000",\N,\N,\N,\N
"57819","RG23","2008-01-21","11:20:00","4.8600",\N,\N,"7.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080121_1120","2007","01/21/2008 11:20","0.0500","0.0100","0.0050","0.1400",\N,\N,\N,"0.0300","0.2700","0.9000","0.1800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"25.0000","-25.2000","7.3000","-0.8000",\N,"Routine","-0.2000",\N,\N,\N,\N
"57308","RG11","2008-01-21","11:35:00","4.8300",\N,\N,"7.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080121_1135","2007","01/21/2008 11:35","0.0500","0.0100","0.0050","0.1600","0.0078",\N,\N,"0.0300","0.2500","1.0700","0.2300","0.0005","0.2100","0.2569","0.0010","0.0500",\N,\N,\N,"27.3000","-28.9000","8.0000","-5.7000",\N,"Routine","-1.6000",\N,\N,\N,\N
"54268","RG22","2008-01-21","09:35:00","4.8100",\N,\N,"8.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080121_0935","2007","1/21/08 9:35","0.0600","0.0100","0.0050","0.2200",\N,\N,\N,"0.0300","0.2600","1.1000","0.3000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"31.1000","-31.6000","8.6000","-1.6000",\N,"Routine","-0.5000",\N,\N,\N,\N
"57820","RG23","2008-01-28","10:15:00","4.2700",\N,\N,"26.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080128_1015","2007","01/28/2008 10:15","0.1700","0.0300","0.0200","0.3900",\N,\N,\N,"0.1300","0.6900","3.6400","0.7400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"89.3000","-93.8000","27.8000","-4.9000",\N,"Routine","-4.5000",\N,\N,\N,\N
"57309","RG11","2008-01-28","11:50:00","4.1900",\N,\N,"33.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080128_1150","2007","01/28/2008 11:50","0.2800","0.0500","0.0200","0.6100",\N,\N,\N,"0.1800","1.0300","4.8900","1.0300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"120.1000","-129.2000","35.3000","-7.3000",\N,"Routine","-9.1000",\N,\N,\N,\N
"54269","RG22","2008-01-28","08:45:00","4.1000",\N,\N,"51.5000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_20080128_0845","2007","1/28/08 8:45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"57821","RG23","2008-02-04","13:00:00","4.5200",\N,\N,"14.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080204_1300","2007","02/04/2008 13:00","0.0600","0.0200","0.0100","0.1200",\N,\N,\N,"0.1400","1.1400","1.0700","0.2500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"48.1000","-48.0000","15.3000","0.2000",\N,"Routine","0.1000",\N,\N,\N,\N
"57310","RG11","2008-02-04","13:55:00","4.5000",\N,\N,"15.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080204_1355","2007","02/04/2008 13:55","0.0600","0.0200","0.0100","0.1300","0.0147",\N,\N,"0.1200","1.1100","1.1200","0.2600","0.0005","0.4700","0.2936","0.0010","0.0500",\N,\N,\N,"49.2000","-48.5000","15.8000","1.4000",\N,"Routine","0.7000",\N,\N,\N,\N
"54270","RG22","2008-02-04","12:00:00","4.4600",\N,\N,"15.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080204_1200","2007","2/4/08 12:00","0.0600","0.0200","0.0100","0.1600",\N,\N,\N,"0.1300","1.2500","1.1600","0.3200","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"54.2000","-53.7000","17.4000","0.9000",\N,"Routine","0.5000",\N,\N,\N,\N
"57822","RG23","2008-02-11","10:50:00","4.4700",\N,\N,"15.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080211_1050","2007","02/11/2008 10:50","0.0300","0.0050","0.0050","0.0200",\N,\N,\N,"0.1100","0.9600","1.2300","0.0400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"42.9000","-40.9000","15.6000","4.8000",\N,"Routine","2.0000",\N,\N,\N,\N
"57311","RG11","2008-02-11","11:35:00","4.4700",\N,\N,"15.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080211_1135","2007","02/11/2008 11:35","0.0300","0.0050","0.0050","0.0200","0.0107",\N,\N,"0.0900","0.9800","1.1800","0.0500","0.0005","0.3800","0.2920","0.0010","0.0500",\N,\N,\N,"42.2000","-40.8000","15.5000","3.4000",\N,"Routine","1.4000",\N,\N,\N,\N
"54271","RG22","2008-02-11","08:50:00","4.4600",\N,\N,"14.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080211_0850","2007","2/11/08 8:50","0.0400","0.0050","0.0050","0.0300",\N,\N,\N,"0.0900","0.8900","1.3800","0.0700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"43.9000","-42.7000","15.9000","2.8000",\N,"Routine","1.2000",\N,\N,\N,\N
"54272","RG22","2008-02-17","08:15:00","4.9800",\N,\N,"4.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080217_0815","2007","2/17/08 8:15","0.0400","0.0050","0.0050","0.0500",\N,\N,\N,"0.0050","0.2600","0.4700","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"15.9000","-15.5000","5.1000","2.5000",\N,"Routine","0.4000",\N,\N,\N,\N
"57823","RG23","2008-02-17","09:15:00","5.0300",\N,\N,"4.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080217_0915","2007","02/17/2008 9:15","0.0400","0.0050","0.0050","0.0400",\N,\N,\N,"0.0200","0.2300","0.4300","0.0800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"14.7000","-14.0000","4.6000","4.9000",\N,"Routine","0.7000",\N,\N,\N,\N
"57312","RG11","2008-02-17","10:15:00","5.0000",\N,\N,"4.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080217_1015","2007","02/17/2008 10:15","0.0400","0.0050","0.0050","0.0400","0.0075",\N,\N,"0.0200","0.2400","0.4500","0.0800","0.0005","0.2600","0.1093","0.0010","0.0500",\N,\N,\N,"15.8000","-14.5000","4.9000","8.6000",\N,"Routine","1.3000",\N,\N,\N,\N
"54273","RG22","2008-02-25","08:55:00","4.5100",\N,\N,"15.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080225_0855","2007","2/25/08 8:55","0.1300","0.0200","0.0200","0.1100",\N,\N,\N,"0.1500","1.4000","0.9500","0.2100","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"53.1000","-50.3000","16.0000","5.4000",\N,"Routine","2.8000",\N,\N,\N,\N
"57824","RG23","2008-02-25","10:55:00","4.6000",\N,\N,"13.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080225_1055","2007","02/25/2008 10:55","0.1300","0.0200","0.0200","0.0900",\N,\N,\N,"0.1400","1.1300","0.8800","0.1700","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"45.4000","-42.5000","13.3000","6.6000",\N,"Routine","2.9000",\N,\N,\N,\N
"57313","RG11","2008-02-25","11:05:00","4.5700",\N,\N,"13.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080225_1105","2007","02/25/2008 11:05","0.1300","0.0200","0.0100","0.0900","0.0082",\N,\N,"0.1200","1.2200","0.8700","0.1700","0.0005","0.5300","0.2804","0.0010","0.0500",\N,\N,\N,"46.3000","-44.2000","14.0000","4.6000",\N,"Routine","2.1000",\N,\N,\N,\N
"54274","RG22","2008-03-03","08:10:00","4.6500",\N,\N,"10.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080303_0810","2007","3/3/08 8:10","0.0300","0.0050","0.0050","0.0700",\N,\N,\N,"0.0600","0.3200","1.3700","0.1200","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"31.2000","-32.1000","10.7000","-2.8000",\N,"Routine","-0.9000",\N,\N,\N,\N
"57825","RG23","2008-03-03","10:00:00","4.6600",\N,\N,"10.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080303_1000","2007","03/03/2008 10:00","0.0300","0.0050","0.0050","0.0500",\N,\N,\N,"0.1700","0.6300","1.2100","0.0800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"35.5000","-34.8000","11.2000","2.0000",\N,"Routine","0.7000",\N,\N,\N,\N
"57314","RG11","2008-03-03","11:55:00","4.6400",\N,\N,"10.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080303_1155","2007","03/03/2008 11:55","0.0300","0.0050","0.0050","0.0600","0.0084",\N,\N,"0.1200","0.4900","1.3400","0.1000","0.0005","0.3100","0.3525","0.0010","0.0500",\N,\N,\N,"34.6000","-34.6000","11.3000",\N,\N,"Routine",\N,\N,\N,\N,\N
"54275","RG22","2008-03-10","08:15:00","4.7500",\N,\N,"8.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080310_0815","2007","3/10/08 8:15","0.0500","0.0100","0.0100","0.0800",\N,\N,\N,"0.0600","0.6100","0.5200","0.1500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"28.6000","-25.3000","8.8000","12.2000",\N,"Routine","3.3000",\N,\N,\N,\N
"57826","RG23","2008-03-10","12:45:00","4.8200",\N,\N,"7.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080310_1245","2007","03/10/2008 12:45","0.0400","0.0100","0.0100","0.0800",\N,\N,\N,"0.0600","0.5700","0.4400","0.1300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"25.0000","-22.6000","7.6000","10.1000",\N,"Routine","2.4000",\N,\N,\N,\N
"57315","RG11","2008-03-10","10:15:00","4.8000",\N,\N,"7.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080310_1015","2007","03/10/2008 10:15","0.0500","0.0100","0.0100","0.0800","0.0066",\N,\N,"0.0600","0.5400","0.4600","0.1300","0.0005","0.2700","0.1299","0.0010","0.0500",\N,\N,\N,"26.7000","-22.3000","7.9000","18.0000",\N,"Routine","4.4000",\N,\N,\N,\N
"54276","RG22","2008-03-17","07:10:00","4.1000",\N,\N,"38.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080317_0710","2007","3/17/08 7:10","0.2500","0.0300","0.0400","0.2100",\N,\N,\N,"0.9900","3.3600","5.5100","0.2900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"159.8000","-166.8000","45.8000","-4.3000",\N,"Routine","-7.0000",\N,\N,\N,\N
"57827","RG23","2008-03-17","10:20:00","4.2200",\N,\N,"26.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080317_1020","2007","03/17/2008 10:20","0.2000","0.0200","0.0200","0.1000",\N,\N,\N,"0.6800","2.2200","3.1700","0.1400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"114.4000","-101.2000","2119.1000","12.2000",\N,"Routine","13.2000",\N,\N,\N,\N
"57316","RG11","2008-03-17","10:20:00","4.3000",\N,\N,"28.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080317_1020","2007","03/17/2008 10:20","0.2100","0.0300","0.0300","0.1200","0.0183",\N,\N,"0.7300","2.3600","3.5500","0.1600","0.0005","0.8500","1.2450","0.0010","0.0500",\N,\N,\N,"109.9000","-110.8000","29.9000","-0.8000",\N,"Routine","-0.9000",\N,\N,\N,\N
"54277","RG22","2008-03-24","08:20:00","4.6300",\N,\N,"9.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080324_0820","2007","3/24/08 8:20","0.0700","0.0100","0.0050","0.0400",\N,\N,\N,"0.0400","0.6100","0.9400","0.0800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"32.3000","-30.1000","11.0000","7.1000",\N,"Routine","2.2000",\N,\N,\N,\N
"57828","RG23","2008-03-24","10:20:00","4.7400",\N,\N,"7.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080324_1020","2007","03/24/2008 10:20","0.0500","0.0050","0.0050","0.0300",\N,\N,\N,"0.0400","0.5500","0.7200","0.0500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"24.8000","-24.4000","8.6000","1.6000",\N,"Routine","0.4000",\N,\N,\N,\N
"57317","RG11","2008-03-24","11:15:00","4.7000",\N,\N,"8.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080324_1115","2007","03/24/2008 11:15","0.0600","0.0050","0.0050","0.0300","0.0132",\N,\N,"0.0400","0.5800","0.7900","0.0600","0.0005","0.2600","0.1969","0.0010","0.0500",\N,\N,\N,"27.4000","-26.5000","9.4000","3.3000",\N,"Routine","0.9000",\N,\N,\N,\N
"54278","RG22","2008-03-31","06:50:00","4.4500",\N,\N,"20.9000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_20080331_0650","2007","3/31/08 6:50","0.2900","0.0700","0.0300","0.3100",\N,\N,\N,"0.4000","1.7500","2.9500","0.3300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"92.6000","-93.2000","22.9000","-0.6000",\N,"Routine","-0.6000",\N,\N,\N,\N
"57829","RG23","2008-03-31","08:25:00","4.6000",\N,\N,"14.7000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG23_20080331_0825","2007","03/31/2008 8:25","0.1900","0.0500","0.0200","0.1600",\N,\N,\N,"0.2500","1.2100","1.8800","0.1600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"60.0000","-59.9000","15.5000","0.2000",\N,"Routine","0.1000",\N,\N,\N,\N
"57318","RG11","2008-03-31","09:25:00","4.5500",\N,\N,"17.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG11_20080331_0925","2007","03/31/2008 9:25","0.2300","0.0600","0.0200","0.1900","0.0157",\N,\N,"0.3200","1.4900","2.1700","0.2100","0.0005","0.4400","0.6663","0.0010","0.0500",\N,\N,\N,"72.8000","-71.9000","18.0000","1.2000",\N,"Routine","0.9000",\N,\N,\N,\N
"54279","RG22","2008-04-07","06:50:00","4.5100",\N,\N,"14.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080407_0650","2007","4/7/08 6:50","0.0800","0.0200","0.0100","0.0500",\N,\N,\N,"0.0900","0.8900","1.3800","0.1000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"44.4000","-43.6000","14.9000","1.8000",\N,"Routine","0.8000",\N,\N,\N,\N
"57830","RG23","2008-04-07","09:00:00","4.6300",\N,\N,"11.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080407_0900","2007","04/07/2008 9:00","0.0700","0.0100","0.0100","0.0400",\N,\N,\N,"0.1000","0.8100","0.9500","0.0600","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"35.3000","-33.8000","11.5000","4.3000",\N,"Routine","1.5000",\N,\N,\N,\N
"57319","RG11","2008-04-07","08:15:00","4.5800",\N,\N,"12.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080407_0815","2007","04/07/2008 8:15","0.0700","0.0100","0.0050","0.0400","0.0117",\N,\N,"0.0900","0.8100","1.1400","0.0700","0.0005","0.3800","0.2830","0.0010","0.0500",\N,\N,\N,"37.9000","-37.2000","12.7000","1.9000",\N,"Routine","0.7000",\N,\N,\N,\N
"54280","RG22","2008-04-14","07:10:00","4.4400",\N,\N,"21.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080414_0710","2007","4/14/08 7:10","0.3800","0.0400","0.0300","0.0800",\N,\N,\N,"0.4400","2.0600","2.2000","0.1300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"87.6000","-81.9000","22.3000","6.7000",\N,"Routine","5.7000",\N,\N,\N,\N
"57831","RG23","2008-04-14","08:40:00","4.5300",\N,\N,"17.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080414_0840","2007","04/14/2008 8:40","0.3300","0.0300","0.0300","0.0700",\N,\N,\N,"0.3900","1.7600","1.7200","0.1000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"73.9000","-67.1000","18.3000","9.6000",\N,"Routine","6.8000",\N,\N,\N,\N
"57320","RG11","2008-04-14","10:30:00","4.4200",\N,\N,"21.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080414_1030","2007","04/14/2008 10:30","0.3800","0.0400","0.0300","0.0800","0.0170",\N,\N,"0.4500","2.0700","2.2600","0.1200","0.0005","0.8700","0.7831","0.0010","0.0500",\N,\N,\N,"89.9000","-82.8000","23.0000","8.2000",\N,"Routine","7.1000",\N,\N,\N,\N
"54281","RG22","2008-04-28","06:30:00","4.3200",\N,\N,"31.2000",\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_20080428_0630","2007","4/28/08 6:30","0.6600","0.1900","0.2400","0.6300",\N,\N,\N,"1.2300","3.7200","2.6100","0.8100","0.2130",\N,\N,\N,"0.1000",\N,\N,\N,"198.6000","-142.2000","37.3000","33.1000",\N,"Routine","56.4000",\N,\N,\N,\N
"57832","RG23","2008-04-28","07:50:00","4.3900",\N,\N,"28.7000",\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG23_20080428_0750","2007","04/28/2008 7:50","0.4900","0.1500","0.1500","0.6200",\N,\N,\N,"1.0100","3.6400","3.2400","0.7400","0.0330",\N,\N,\N,"0.1000",\N,\N,\N,"164.3000","-148.7000","33.5000","10.0000",\N,"Routine","15.6000",\N,\N,\N,\N
"57321","RG11","2008-04-28","07:45:00","4.3900",\N,\N,"28.3000",\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG11_20080428_0745","2007","04/28/2008 7:45","0.5700","0.1500","0.2100","0.5500","0.0210",\N,\N,"1.1300","3.5900","3.2300","0.7400","0.0520","2.4500","1.2020","0.0010","0.0500",\N,\N,\N,"173.4000","-147.5000","34.0000","16.1000",\N,"Routine","25.9000",\N,\N,\N,\N
"54282","RG22","2008-05-05","06:55:00","4.5500",\N,\N,"14.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_20080505_0655","2007","5/5/08 6:55","0.1200","0.0200","0.0300","0.0400",\N,\N,\N,"0.2200","1.4100","0.8700","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"50.9000","-45.9000","14.9000","10.3000",\N,"Routine","5.0000",\N,\N,\N,\N
"57833","RG23","2008-05-05","08:40:00","4.5000",\N,\N,"15.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG23_20080505_0840","2007","05/05/2008 8:40","0.1200","0.0200","0.0200","0.0400",\N,\N,\N,"0.2500","1.5500","0.8800","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"55.4000","-48.9000","16.4000","12.5000",\N,"Routine","6.5000",\N,\N,\N,\N
"57322","RG11","2008-05-05","09:25:00","4.5000",\N,\N,"16.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_20080505_0925","2007","05/05/2008 9:25","0.1300","0.0200","0.0200","0.0400","0.0097",\N,\N,"0.2600","1.6200","0.9500","0.0800","0.0005","0.6700","0.3594","0.0010","0.0500",\N,\N,\N,"56.8000","-51.2000","16.7000","10.4000",\N,"Routine","5.6000",\N,\N,\N,\N
