ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,1986,9,15,2.25,0.52,0.46,1.92,0.01,6.23,4.5,0.02,2.5,0.011,1.9
70,1986,9,21,2.31,0.52,0.46,1.89,0.03,6.05,4.5,0.01,2.48,0.009,1.9
70,1986,9,29,2.23,0.53,0.48,1.94,0.04,6.19,4.5,0.03,2.58,0.014,1.9
70,1986,10,5,2.29,0.53,0.48,1.93,0.02,6.11,4.4,0.01,2.56,0.015,2
70,1986,10,12,2.31,0.54,0.45,1.96,0.02,6.18,4.5,0.05,0.62,0.013,2
70,1986,10,19,2.3,0.51,0.48,1.97,0.03,6.15,4.4,0.01,2.56,0.012,2.1
70,1986,10,26,2.31,0.52,0.49,1.96,0.03,6.15,4.5,0.01,2.56,0.015,2.1
70,1986,11,2,2.32,0.52,0.48,1.96,0.02,6.23,4.5,0.03,2.63,0.012,2.1
70,1986,11,9,2.3,0.51,0.47,1.93,0.03,6.5,4.5,0.03,2.67,0.009,2.3
70,1986,11,16,2.32,0.52,0.47,1.97,0.04,6.12,4.5,0.02,2.67,0.005,2.3
70,1986,11,22,2.27,0.51,0.47,1.95,0.02,6.12,4.4,0.01,2.67,0.01,2.4
70,1986,12,1,2.33,0.52,0.47,1.98,0.02,6.17,4.5,0.03,2.7,0.014,2.5
70,1986,12,7,2.31,0.52,0.47,1.97,0.03,6.1,4.7,0.05,2.65,0.014,2.6
70,1986,12,15,2.42,0.54,0.49,2.06,0.03,6.15,4.8,0.05,2.86,0.01,2.7
70,1986,12,22,2.36,0.54,0.48,2.01,0.03,6.17,4.7,0.03,2.66,0.013,2.6
70,1986,12,28,2.53,0.57,0.52,2.17,0.03,6.1,5,0.06,2.85,0.009,2.8
70,1987,1,5,2.5,0.56,0.51,2.11,0.02,6.03,4.9,0.06,2.78,0.01,2.7
70,1987,1,12,2.54,0.56,0.5,2.09,0.05,6.06,4.9,0.06,2.73,0.009,2.7
70,1987,1,19,2.51,0.57,0.48,2.01,0.01,6.1,5.1,0.05,2.71,0.013,3
70,1987,1,26,2.52,0.57,0.48,2.07,0.02,6.35,5.2,0.06,2.7,0.015,3.2
70,1987,2,2,2.5,0.56,0.49,2.04,0.04,6.13,5.1,0.06,2.66,0.01,3.3
70,1987,2,9,2.5,0.56,0.48,2,0.03,6.08,5.1,0.07,2.55,0.012,3.3
70,1987,2,16,2.48,0.53,0.49,2.01,0.02,6.17,5,0.09,2.59,0.013,3.3
70,1987,2,23,2.5,0.54,0.48,2.04,0.03,6.19,5,0.09,2.64,0.021,3.1
70,1987,3,2,2.48,0.54,0.47,2.02,0.02,6.12,5,0.11,2.65,0.013,3.1
70,1987,3,9,2.44,0.54,0.46,2,0.03,6.08,4.8,0.21,2.62,0.013,3.1
70,1987,3,16,2.47,0.53,0.48,1.99,0.03,6.15,5.7,0.18,2.7,0.013,3
70,1987,3,23,2.61,0.56,0.53,2.03,0.02,6.15,4.7,0.21,2.8,0.009,2.7
70,1987,3,30,1.91,0.41,0.38,1.58,0.03,6.05,3.6,0.18,2.1,0.008,2.4
70,1987,4,5,1.87,0.41,0.36,1.52,0.02,6.25,3.8,0.2,1.96,0.011,2.6
70,1987,4,12,2.25,0.48,0.42,1.8,0.03,6.15,4.4,0.12,2.35,0.01,3
70,1987,4,19,2.27,0.49,0.43,1.82,0.02,6.17,4.5,0.09,2.35,0.017,3
70,1987,4,26,2.29,0.5,0.43,1.86,0.02,6.26,5.2,0.03,2.41,0.008,2.9
70,1987,5,3,2.25,0.5,0.43,1.86,0.01,6.16,5.2,0.03,2.53,0.015,3.1
70,1987,5,10,2.27,0.49,0.44,1.8,0.03,6.18,4.4,0.05,2.55,0.008,3.1
70,1987,5,17,2.34,0.5,0.44,1.87,0.02,6.1,4.5,0.02,2.48,0.017,2.9
70,1987,5,25,2.32,0.51,0.44,1.84,0.01,6.14,4.5,0.05,2.46,0.016,2.6
70,1987,5,31,2.24,0.5,0.45,1.87,0.04,6.28,4.5,0.05,2.46,0.023,2.5
70,1987,6,7,2.17,0.48,0.44,1.87,0.02,6.19,4.5,0.01,2.44,0.02,2.7
70,1987,6,14,2.13,0.48,0.46,1.88,0.04,6.2,4.4,0.01,2.46,0.02,2.5
70,1987,6,21,2.28,0.49,0.44,1.89,0.42,6.23,4.5,0.01,2.51,0.02,2.3
70,1987,6,28,2.2,0.46,0.43,1.86,0.01,6.22,4.4,0.01,2.43,0.018,2.6
70,1987,7,5,2.19,0.47,0.42,1.86,0.01,6.09,4.4,0.01,2.46,0.012,2.5
70,1987,7,12,2.28,0.49,0.43,1.9,0.01,6.1,4.4,0.01,2.48,0.014,2.4
70,1987,7,19,2.2,0.49,0.42,1.86,0.02,6.22,4.4,0.01,2.48,0.009,2.3
70,1987,7,26,2.27,0.49,0.43,1.85,0.03,6.17,4.3,0.01,2.48,0.012,2.3
70,1987,8,2,2.28,0.5,0.43,2.02,0.03,6.25,4.5,0.01,2.5,0.013,2.3
70,1987,8,9,2.24,0.49,0.43,1.9,0.005,6.2,4.4,0.01,2.54,0.013,2
70,1987,8,16,2.22,0.51,0.44,1.94,0.02,6.29,4.5,0.01,2.58,0.011,2.3
70,1987,8,23,2.2,0.51,0.45,1.93,0.01,6.15,4.5,0.01,2.58,0.038,2.1
70,1987,8,30,2.23,0.51,0.45,1.94,0.01,6.2,4.4,0.01,2.48,0.019,1.8
70,1987,9,6,2.28,0.52,0.45,1.95,0.01,6.2,4.4,0.01,2.57,0.003,1.8
70,1987,9,13,2.19,0.5,0.5,1.86,0.01,6.13,4.2,0.01,2.46,0.019,1.6
70,1987,9,20,2.2,0.49,0.47,1.92,0.01,6.26,4.2,0.01,2.48,0.026,1.9
70,1987,9,27,2.2,0.5,0.49,1.97,0.01,6.25,4.3,0.01,2.54,0.015,1.9
70,1987,10,4,2.19,0.49,0.55,1.94,0.02,6.2,4.2,0.01,2.54,0.021,1.8
70,1987,10,12,2.29,0.5,0.5,1.96,0.02,6.18,3.5,0.01,2.56,0.016,1.9
70,1987,10,18,2.26,0.51,0.5,1.95,0.02,6.17,4.1,0.01,2.53,0.023,1.8
70,1987,10,25,2.29,0.51,0.5,1.97,0.02,6.3,5.3,0.01,2.65,0.022,1.8
70,1987,11,1,2.23,0.5,0.5,1.96,0.03,6.22,4.3,0.02,2.68,0.026,2
70,1987,11,8,2.27,0.51,0.49,1.95,0.03,6.3,4.3,0.01,2.58,0.029,2
70,1987,11,15,2.29,0.53,0.49,2.02,0.01,6.2,4.3,0.01,2.64,0.019,2.3
70,1987,11,22,2.26,0.53,0.49,2.03,0.02,6.23,4.3,0.02,2.63,0.014,2.3
70,1987,11,30,2.17,0.5,0.44,1.93,0.05,6.2,4.2,0.05,2.49,0.014,2.1
70,1987,12,6,2.27,0.52,0.48,2,0.03,6.3,4.3,0.03,2.61,0.018,2.3
70,1987,12,13,2.28,0.52,0.48,1.97,0.03,6.29,4.3,0.05,2.56,0.016,2.3
70,1987,12,20,2.33,0.52,0.49,2.03,0.05,6.22,4.5,0.06,2.61,0.016,2.5
70,1987,12,27,2.5,0.56,0.53,2.13,0.03,6.22,4.7,0.1,2.76,0.022,2.4
70,1988,1,3,2.49,0.56,0.54,2.11,0.01,6.28,4.7,0.05,2.79,0.025,2.5
70,1988,1,10,2.6,0.57,0.54,2.2,0.01,6.28,4.8,0.08,2.86,0.019,2.6
70,1988,1,17,2.7,0.6,0.58,2.33,0.03,6.21,5.1,0.07,3.03,0.02,2.7
70,1988,1,24,2.76,0.62,0.6,2.42,0.05,6.4,5.4,0.13,3.08,0.013,2.6
70,1988,1,30,2.81,0.63,0.61,2.44,0.04,6.32,5.4,0.13,3.27,0.013,2.7
70,1988,2,7,2.68,0.61,0.58,2.35,0.04,6.2,5.2,0.2,3.1,0.022,2.6
70,1988,2,15,2.64,0.59,0.57,2.3,0.03,6.22,5.2,0.2,3.05,0.025,2.8
70,1988,2,21,3.24,0.79,0.57,2.31,0.03,6.18,5.2,0.18,2.94,0.03,2.8
70,1988,2,29,3.23,0.79,0.59,2.35,0.05,6.23,5.3,0.06,3,0.019,-3
70,1988,3,6,2.88,0.62,0.6,2.34,0.01,6.17,5.1,0.05,2.96,0.019,2.9
70,1988,3,13,2.73,0.62,0.57,2.28,0.04,6.2,5,0.17,2.89,0.015,2.7
70,1988,3,20,2.7,0.62,0.57,2.3,0.03,6.18,5.1,0.23,2.94,0.026,2.7
70,1988,3,27,2.54,0.57,0.53,2.08,0.04,6.09,5.1,0.32,2.83,0.019,2.5
70,1988,4,3,1.11,0.23,0.26,1.12,0.06,6.02,2.6,0.8,1.55,0.027,1.2
70,1988,4,10,2.04,0.46,0.41,1.69,0.02,6.4,3.7,0.18,2.31,0.032,2.1
70,1988,4,18,2.36,0.53,0.47,1.93,0.03,6.38,4.4,0.17,2.48,0.018,2.6
70,1988,4,24,2.4,0.52,0.46,1.96,0.03,6.45,4.4,0.11,2.51,0.023,2.5
70,1988,5,1,2.35,0.51,0.45,1.93,0.02,6.55,4.3,0.01,2.48,0.025,2.5
70,1988,5,8,2.34,0.51,0.46,1.95,0.06,6.4,4.3,0.03,2.48,0.031,2.5
70,1988,5,15,2.33,0.5,0.46,1.94,0.02,6.4,4.5,0.03,2.49,0.033,2.5
70,1988,5,22,2.26,0.5,0.45,1.94,0.04,6.4,4.5,0.02,2.43,0.014,2.4
70,1988,5,30,2.3,0.51,0.46,1.94,0.01,6.42,4.5,0.01,2.52,0.016,2.4
70,1988,6,5,2.26,0.5,0.46,1.97,0.02,6.3,4.4,0.01,2.52,0.017,2.2
70,1988,6,12,2.36,0.52,0.47,1.98,0.01,6.5,4.4,0.01,2.51,0.013,2.1
70,1988,6,19,2.4,0.52,0.48,2.03,0.01,6.4,4.3,0.1,2.56,0.012,1.8
70,1988,6,26,2.35,0.52,0.48,1.96,0.01,6.5,4.4,0.01,2.52,0.019,1.9
70,1988,7,3,2.34,0.51,0.48,1.98,0.02,6.43,4.4,0.01,2.6,0.018,1.7
70,1988,7,10,2.38,0.53,0.48,2.02,0.01,6.5,4.3,0.01,2.64,0.016,1.5
70,1988,7,17,2.32,0.52,0.48,2,0.01,6.3,4.5,0.01,2.6,0.011,1.5
70,1988,7,24,2.19,0.48,0.47,1.97,0.01,6.3,4.4,0.01,2.43,0.013,1.4
70,1988,7,31,2.22,0.49,0.48,2,0.005,6.5,4.4,0.01,2.48,0.009,1.4
70,1988,8,7,2.26,0.5,0.49,2.03,0.02,6.4,4.5,0.01,2.5,0.012,1.6
70,1988,8,14,2.25,0.51,0.48,2.01,0.01,6.3,4.5,0.01,2.71,0.011,1.5
70,1988,8,21,2.24,0.51,0.49,2.03,0.01,6.38,4.5,0.01,2.9,0.009,1.5
70,1988,8,28,2.28,0.51,0.49,2.01,0.01,6.38,4.2,0.01,2.61,0.008,1.4
70,1988,9,5,2.19,0.5,0.49,1.96,0.01,6.15,4.3,0.02,2.58,0.013,1.3
70,1988,9,12,2.24,0.51,0.51,2.04,0.005,6.35,4.4,0.01,2.69,0.016,1.5
70,1988,9,19,2.31,0.54,0.51,1.03,0.02,6.2,4.4,0.01,2.68,0.019,1.5
70,1988,9,26,2.3,0.54,0.55,2.06,0.01,6.34,4.4,0.01,2.73,0.005,1.4
70,1988,10,3,2.32,0.55,0.58,2.08,0.01,6.3,4.3,0.01,2.77,0.004,1.4
70,1988,10,11,2.31,0.54,0.54,2.05,0.04,6.2,4.4,0.09,2.83,0.006,1.5
70,1988,10,17,2.35,0.56,0.55,2.09,0.01,6.2,4.4,0.01,2.78,0.004,1.4
70,1988,10,24,2.32,0.55,0.55,2.06,0.01,6.02,4.4,0.01,2.78,0.005,1.4
70,1988,10,31,2.35,0.55,0.53,2.07,0.02,6.28,4.5,0.01,2.81,0.004,1.4
70,1988,11,7,2.31,0.56,0.53,2.06,0.02,6.1,4.3,0.01,2.78,0.004,1.3
70,1988,11,14,2.32,0.56,0.53,2.03,0.03,6.2,4.3,0.01,2.72,0.006,1.3
70,1988,11,21,2.2,0.55,0.56,2.05,0.02,5.99,4.4,0.01,2.79,0.005,1.4
70,1988,11,28,2.27,0.55,0.55,2.09,0.01,6.17,4.4,0.01,2.85,0.004,1.4
70,1988,12,6,2.46,0.57,0.55,2.24,0.02,6.01,4.8,0.01,3.02,0.005,1.5
70,1988,12,13,2.96,0.67,0.65,2.62,0.03,6.2,5.6,0.01,3.7,0.007,1.6
70,1988,12,19,2.84,0.64,0.64,2.5,0.02,6.3,5.3,0.01,3.36,0.005,1.5
70,1988,12,28,2.86,0.64,0.63,2.5,0.03,6.1,5.2,0.05,3.22,0.005,1.5
70,1989,1,4,2.92,0.66,0.64,2.57,0.01,6.3,5.3,0.07,3.33,0.005,1.7
70,1989,1,10,2.93,0.65,0.63,2.52,0.03,6.12,5.3,0.06,3.26,0.005,1.6
70,1989,1,17,2.95,0.66,0.64,2.54,0.01,5.99,5.4,0.01,3.24,0.007,1.7
70,1989,1,24,2.96,0.64,0.6,2.43,0.02,6.15,5.1,0.02,3.1,0.003,1.7
70,1989,1,31,2.81,0.61,0.58,2.33,0.04,6.2,4.9,0.02,3.01,0.005,1.7
70,1989,2,6,2.69,0.6,0.58,2.38,0.07,6.12,5,0.03,3.09,0.005,1.7
70,1989,2,14,2.78,0.62,0.62,2.39,0.02,6.18,5,0.1,3.08,0.006,1.8
70,1989,2,21,2.76,0.64,0.62,2.47,0.01,5.9,5.4,0.06,3.19,0.008,1.9
70,1989,2,27,2.72,0.63,0.62,2.45,0.04,6.11,5.3,0.18,3.15,0.004,1.8
70,1989,3,7,2.83,0.64,0.63,2.48,0.04,6.12,5.2,0.13,3.21,0.007,1.8
70,1989,3,13,2.9,0.66,0.64,2.54,0.01,6.05,5.2,0.06,3.28,0.005,2
70,1989,3,20,2.92,0.67,0.64,2.61,0.04,6.01,5.5,0.55,3.35,0.006,1.9
70,1989,3,28,2.4,0.54,0.52,2.18,0.06,5.96,4.6,0.71,2.77,0.005,1.8
70,1989,4,4,1.42,0.31,0.31,1.14,0.06,5.59,3.7,0.94,1.68,0.005,2
70,1989,4,11,0.9,0.2,0.19,0.81,0.08,5.11,2.9,0.67,1.05,0.007,1.7
70,1989,4,13,0.85,0.19,0.2,0.76,0.08,5.4,2.2,0.6,0.96,0.006,1.1
70,1989,4,18,2.04,0.46,0.46,1.84,0.04,5.9,4.1,0.31,2.36,0.005,2
70,1989,4,25,2.23,0.5,0.49,2.02,0.01,5.91,4.5,0.21,2.61,0.004,2
70,1989,5,3,2.25,0.5,0.48,2.01,0.02,6,4.4,0.18,2.64,0.004,2.2
70,1989,5,9,2.21,0.5,0.46,1.95,0.02,6,4.4,0.14,2.57,0.005,2.4
70,1989,5,16,2.12,0.49,0.49,1.98,0.02,5.97,4.4,0.13,2.6,0.005,2.3
70,1989,5,23,2.1,0.49,0.47,1.95,0.02,6.1,4.5,0.06,2.65,0.003,2.1
70,1989,5,31,2.16,0.53,0.48,1.99,0.03,6.06,4.6,0.05,2.79,0.005,2.1
70,1989,6,6,2.18,0.49,0.46,1.99,0.03,6.18,4.6,0.07,2.65,0.003,2.1
70,1989,6,13,2.21,0.5,0.45,2.06,0.03,6.27,4.5,0.01,2.68,0.003,2.3
70,1989,6,19,2.13,0.49,0.45,1.99,0.05,6.05,4.4,0.05,2.68,5e-4,2.2
70,1989,6,26,2.2,0.49,0.46,2.07,0.08,6.16,4.5,0.01,3.37,0.005,2.1
70,1989,7,3,2.16,0.48,0.45,2.07,0.02,6.15,4.5,0.01,3.16,0.005,1.8
70,1989,7,11,2.11,0.48,0.46,2.04,0.01,6.08,4.5,0.01,2.76,0.003,2
70,1989,7,17,2.33,0.5,0.46,2.07,0.02,6.09,4.5,0.01,3.1,0.002,1.9
70,1989,7,24,2.3,0.5,0.46,2.09,0.02,6.13,4.6,0.01,3.08,0.004,1.9
70,1989,8,1,2.3,0.51,0.47,2.1,0.02,6.23,4.7,0.01,3.1,0.003,1.7
70,1989,8,7,2.23,0.5,0.48,2.06,0.02,6.05,4.7,0.01,2.99,0.003,1.8
70,1989,8,14,2.18,0.5,0.47,2.11,0.01,6.3,4.4,0.01,2.96,0.003,1.8
70,1989,8,21,2.22,0.51,0.48,2.16,0.01,6.11,4.6,0.01,2.76,0.005,1.8
70,1989,8,28,2.28,0.52,0.5,2.15,0.02,6.41,4.6,0.01,3.06,0.003,1.7
70,1989,9,5,2.25,0.52,0.5,2.17,0.01,6.1,4.6,0.01,3,0.005,1.6
70,1989,9,11,2.29,0.53,0.53,2.2,0.01,6.15,4.5,0.01,3.04,0.005,1.5
70,1989,9,18,2.22,0.52,0.52,2.15,0.02,6.03,4.5,0.01,3.01,0.005,1.5
70,1989,9,26,2.25,0.53,0.51,2.09,0.02,6,5.3,0.01,2.96,0.007,1.5
70,1989,10,3,2.26,0.52,0.51,2.08,0.005,6.05,4.3,0.01,2.91,0.008,1.4
70,1989,10,10,2.39,0.55,0.54,2.16,0.01,6.1,4.4,0.01,3.03,0.008,1.5
70,1989,10,16,2.35,0.56,0.58,2.16,0.005,5.98,4.4,0.01,3.04,0.006,1.5
70,1989,10,23,2.34,0.54,0.53,2.17,0.02,6.05,4.4,0.01,2.97,0.007,1.8
70,1989,10,30,2.34,0.55,0.54,2.18,0.005,6.15,4.3,0.01,3.01,0.006,1.6
70,1989,11,6,2.3,0.5,0.52,2.12,0.01,5.95,4.4,0.01,2.93,0.009,1.8
70,1989,11,13,2.21,0.23,0.5,2.19,0.01,6.05,4.4,0.01,3,0.004,1.7
70,1989,11,20,2.26,0.51,0.52,2.15,0.005,5.9,4.4,0.01,2.97,0.006,1.9
70,1989,11,28,2.32,0.52,0.52,2.2,0.01,6.15,4.5,0.01,3.1,0.014,2.1
70,1989,12,5,2.3,0.52,0.52,2.2,0.02,5.78,4.5,0.01,3.11,0.01,2
70,1989,12,12,2.55,0.51,0.55,2.37,0.02,5.92,4.8,0.01,3.27,0.009,2.2
70,1989,12,19,2.4,0.53,0.52,2.21,0.01,5.78,4.5,0.01,3.03,0.009,2.2
70,1989,12,26,2.48,0.54,0.53,2.28,0.02,5.88,4.6,0.01,3.09,0.007,2.1
70,1990,1,2,2.47,0.54,0.54,2.31,0.01,6.22,4.7,0.01,3.05,0.009,2.1
70,1990,1,9,2.62,0.58,0.58,2.48,0.01,6.01,1.5,0.01,3.28,0.014,2.4
70,1990,1,15,2.47,0.56,0.54,2.33,0.01,6.08,4.5,0.01,3.09,0.009,2.2
70,1990,1,22,2.57,0.58,0.56,2.41,0.01,5.98,4.9,0.01,3.19,0.011,2.5
70,1990,1,30,2.26,0.57,0.54,2.34,0.04,5.82,5.1,0.26,2.93,0.006,2.8
70,1990,2,6,2.39,0.52,0.47,2.08,0.01,5.8,5.4,0.29,2.46,0.009,3.6
70,1990,2,13,2.42,0.52,0.45,2.03,0.02,5.87,5.4,0.36,2.48,0.01,3.5
70,1990,2,20,2.37,0.49,0.45,2.01,0.01,5.84,5.1,0.28,2.59,0.012,3.4
70,1990,2,27,2.08,0.44,0.33,1.54,0.02,5.7,5.7,0.45,1.71,0.014,4.6
70,1990,3,6,2.32,0.49,0.4,2.01,0.02,5.72,5.5,0.05,2.51,0.008,4.1
70,1990,3,12,2.18,0.46,0.43,1.95,0.01,5.8,4.7,0.49,2.57,0.009,2.7
70,1990,3,20,1.17,0.24,0.18,1.02,0.01,5.32,3.4,0.78,1.28,0.013,2.2
70,1990,3,27,1.79,0.38,0.35,1.65,0.005,5.72,3.9,0.1,2.26,0.011,2.5
70,1990,4,3,1.71,0.37,0.35,1.64,0.01,6.11,3.4,0.12,2.34,0.008,2.1
70,1990,4,10,2.08,0.44,0.41,1.9,0.01,6.21,4,0.01,2.66,0.014,2.3
70,1990,4,16,2.22,0.48,0.44,2.07,0.03,6.14,4.3,0.01,2.78,0.012,2.5
70,1990,4,24,2.28,0.49,0.45,2.17,0.005,6.31,4.4,0.01,3.22,0.007,2.7
70,1990,4,30,2.34,0.5,0.46,2.21,0.03,6.42,4.5,0.01,3,0.011,2.6
70,1990,5,7,2.28,0.49,0.45,2.21,0.02,6.48,4.5,0.01,3.03,0.011,2.4
70,1990,5,14,2.23,0.48,0.44,2.17,0.02,6.4,4.4,0.01,3,0.005,2.7
70,1990,5,21,2.27,0.47,0.44,2.13,0.03,6.4,4.5,0.01,2.75,0.011,2.6
70,1990,5,28,2.19,0.49,0.44,2.15,0.01,6.48,4.5,0.01,2.99,0.006,2.6
70,1990,6,4,2.25,0.49,0.44,2.14,0.03,6.4,4.5,0.01,2.97,0.007,2.5
70,1990,6,11,2.2,0.47,0.43,2.11,0.02,6.5,4.5,0.01,2.95,0.014,2.5
70,1990,6,18,2.28,0.48,0.44,2.2,0.02,6.54,4.5,0.01,3.11,0.013,2.4
70,1990,6,25,2.17,0.47,0.44,2.14,0.02,6.42,4.5,0.01,3,0.013,2.4
70,1990,7,3,2.18,0.47,0.42,2.16,0.04,6.39,4.5,0.01,3,0.009,2.3
70,1990,7,9,2.24,0.47,0.42,2.18,0.04,6.37,4.6,0.01,3.03,0.017,2.2
70,1990,7,16,2.22,0.48,0.42,2.22,0.04,6.6,4.6,0.01,3.06,0.014,2.2
70,1990,7,23,2.28,0.48,0.45,2.19,0.02,6.29,4.6,0.01,3.06,0.01,2.1
70,1990,7,30,2.22,0.46,0.42,2.23,0.02,6.4,4.5,0.01,3.09,0.009,2.2
70,1990,8,6,2.27,0.48,0.45,2.28,0.02,6.23,5,0.01,3.06,0.009,1.9
70,1990,8,13,2.14,0.46,0.41,2.15,0.02,6.38,4.4,0.01,2.96,0.013,2.2
70,1990,8,20,2.14,0.46,0.41,2.13,0.02,6.39,4.5,0.01,2.92,0.013,2.1
70,1990,8,27,2.15,0.46,0.42,2.13,0.03,6.52,4.5,0.01,2.97,0.013,2.1
70,1990,9,4,2.21,0.47,0.43,2.16,0.005,6.24,4.6,0.01,2.92,0.018,2.1
70,1990,9,12,2.26,0.49,0.44,2.15,0.01,6.34,4.5,0.01,3.68,0.005,2
70,1990,9,18,2.27,0.49,0.44,2.2,0.02,6.39,4.5,0.01,3.68,0.008,2
70,1990,9,25,2.3,0.48,0.44,2.2,0.01,6.31,4.4,0.01,3.68,0.008,1.9
70,1990,10,1,2.25,0.5,0.47,2.18,0.02,6.3,4.5,0.01,3.18,0.006,1.7
70,1990,10,9,2.35,0.52,0.74,2.23,0.02,6.34,4.4,0.01,3.25,0.007,1.7
70,1990,10,15,2.26,0.5,0.46,2.15,0.02,6.37,4.2,0.01,3.11,0.006,1.9
70,1990,10,23,2.38,0.5,0.47,2.2,0.01,6.27,4.3,0.01,3.18,0.004,2.1
70,1990,10,29,2.43,0.5,0.48,2.2,0.01,6.45,4.3,0.01,3.16,0.006,2.1
70,1990,11,6,2.35,0.49,0.49,2.17,0.02,6.41,4.3,0.01,3.18,0.009,2.1
70,1990,11,14,2.3,0.49,0.47,2.21,0.02,6.48,4.4,0.01,3.13,0.017,2.4
70,1990,11,19,2.33,0.49,0.46,2.22,0.005,6.38,4.4,0.01,2.99,0.012,2.4
70,1990,11,27,2.3,0.49,0.47,2.23,0.01,6.57,4.04,0.01,3.2,0.008,2.5
70,1990,12,4,2.27,0.48,0.45,2.17,0.01,6.54,4.4,0.01,3.16,0.013,2.5
70,1990,12,10,2.4,0.5,0.45,2.28,0.01,6.56,4.6,0.01,3.26,0.01,2.5
70,1990,12,18,2.43,0.49,0.46,2.29,0.01,6.42,4.6,0.01,3.25,0.009,2.5
70,1990,12,24,1.76,0.37,0.34,1.72,0.04,6.16,3.7,0.31,2.45,0.008,1.7
70,1990,12,31,1.91,0.41,0.38,1.88,0.03,6.2,4.2,0.25,2.61,0.007,2.3
70,1991,1,8,2.34,0.49,0.45,2.3,0.01,6.36,4.9,0.05,3.12,0.012,2.7
70,1991,1,15,2.43,0.51,0.49,2.44,0.01,6.38,5,0.1,3.51,0.009,3.2
70,1991,1,21,2.25,0.5,0.48,2.39,0.01,6.38,4.9,0.01,3.29,0.01,3.3
70,1991,1,29,2.77,0.58,0.5,2.55,0.03,6.37,5.4,0.01,3.53,0.014,3.4
70,1991,2,5,2.71,0.57,0.49,2.49,0.03,6.38,5.3,0.13,3.46,0.01,3.6
70,1991,2,12,2.6,0.55,0.46,2.32,0.03,6.29,5,0.08,3.21,0.006,3.5
70,1991,2,20,2.68,0.57,0.46,2.39,0.04,6.36,5.3,0.11,3.19,0.022,4.1
70,1991,2,26,2.69,0.57,0.47,2.38,0.03,6.27,5.5,0.2,3.18,0.008,4.4
70,1991,3,4,2.34,0.5,0.39,2.08,0.03,6.09,5,0.34,2.65,0.015,3.9
70,1991,3,12,2.3,0.48,0.41,2.07,0.04,6.16,4.5,0.17,2.88,0.01,3.3
70,1991,3,19,2.15,0.45,0.4,1.9,0.03,6.1,4.1,0.17,2.69,0.01,2.9
70,1991,3,26,2.21,0.46,0.38,1.93,0.01,6.13,4,0.17,2.76,0.01,2.7
70,1991,4,2,2.25,0.47,0.39,1.99,0.02,6.26,4.2,0.22,2.76,0.005,2.9
70,1991,4,9,2.32,0.48,0.4,2.03,0.01,6.19,4.4,0.01,2.98,0.007,2.8
70,1991,4,16,2.36,0.49,0.41,2.1,0.02,6.31,4.4,0.01,3.04,0.004,3.1
70,1991,4,22,2.36,0.49,0.41,2.1,0.04,6.24,4.3,0.03,3.01,0.004,3.1
70,1991,4,30,2.39,0.49,0.42,2.12,0.05,6.36,4.4,0.01,3.09,0.007,3.1
70,1991,5,6,2.52,0.49,0.41,2.13,0.02,6.42,4.5,0.01,3.09,0.005,3
70,1991,5,14,2.53,0.49,0.42,2.15,0.03,6.47,4.5,0.01,3.09,0.004,2.9
70,1991,5,20,2.32,0.49,0.42,2.14,0.02,6.38,4.5,0.01,3.11,0.005,2.7
70,1991,5,27,2.34,0.49,0.42,2.15,0.02,6.47,4.5,0.02,3.11,0.004,2.4
70,1991,6,3,2.31,0.5,0.43,2.17,0.02,6.58,4.6,0.01,3.13,0.003,2.5
70,1991,6,10,2.3,0.49,0.43,2.18,0.04,6.41,4.6,0.01,3.21,0.001,2.2
70,1991,6,17,2.35,0.5,0.44,2.14,0.03,6.41,4.5,0.02,3.06,0.003,2
70,1991,6,24,2.37,0.51,0.44,2.22,0.08,6.39,4.6,0.01,3.17,0.007,2.4
70,1991,7,1,2.37,0.51,0.45,2.21,0.02,6.3,4.6,0.01,3.23,0.007,2
70,1991,7,8,2.33,0.49,0.44,2.12,0.005,6.46,4.4,0.01,3.02,0.011,2
70,1991,7,15,2.31,0.5,0.44,2.21,0.01,6.47,4.5,0.01,3.15,0.006,2
70,1991,7,22,2.46,0.52,0.45,2.25,0.01,6.59,4.5,0.01,3.2,0.009,1.9
70,1991,7,29,2.34,0.48,0.43,2.25,0.005,6.61,4.6,0.01,3.22,0.006,2.1
70,1991,8,5,2.28,0.47,0.45,2.19,0.01,6.51,4.5,0.01,3.1,0.009,1.9
70,1991,8,12,2.31,0.49,0.43,2.2,0.02,6.57,4.5,0.01,3.18,0.007,1.8
70,1991,8,19,2.27,0.48,0.43,2.13,0.01,6.36,4.4,0.01,3.05,0.007,1.7
70,1991,8,26,2.32,0.51,0.44,2.23,0.02,6.6,4.4,0.01,3.17,0.009,2
70,1991,9,3,2.35,0.51,0.45,2.24,0.005,6.45,4.4,0.01,3.14,0.006,1.9
70,1991,9,10,2.33,0.5,0.44,2.24,0.02,6.54,4.4,0.01,3.17,0.006,1.7
70,1991,9,17,2.37,0.51,0.45,2.22,0.02,6.5,4.3,0.01,3.11,0.006,1.7
70,1991,9,24,2.41,0.53,0.45,2.27,0.02,6.29,4.3,0.01,3.17,0.006,1.9
70,1991,10,1,2.43,0.53,0.46,2.28,0.005,6.4,4.2,0.01,3.2,0.005,2
