ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,2011,8,1,1.78,0.39,0.44,2.48,0.005,6.55,3.27,0.01,3.28,5e-4,2.6
70,2011,8,8,1.81,0.4,0.44,2.47,0.005,6.56,3.24,0.12,3.27,5e-4,2.5
70,2011,8,15,1.78,0.4,0.44,2.45,0.005,6.52,3.21,0.01,3.24,5e-4,2.5
70,2011,8,22,1.73,0.39,0.43,2.33,0.005,6.37,3.12,0.03,3.1,5e-4,2.3
70,2011,8,29,1.74,0.38,0.43,2.41,0.005,6.59,3.14,0.01,3.18,5e-4,2.5
70,2011,9,6,1.75,0.39,0.44,2.36,0.005,6.5,3.01,0.01,3.11,5e-4,2.4
70,2011,9,12,1.78,0.39,0.43,2.39,0.005,6.61,3.09,0.01,3.21,5e-4,2.5
70,2011,9,19,1.79,0.4,0.43,2.42,0.005,6.55,3.08,0.01,3.21,5e-4,2.3
70,2011,9,26,1.81,0.4,0.45,2.41,0.005,6.57,3.04,0.01,3.18,5e-4,2.2
70,2011,10,3,1.79,0.4,0.44,2.38,0.005,6.55,3.03,0.01,3.18,5e-4,2.3
70,2011,10,10,1.84,0.4,0.45,2.42,0.005,6.53,3.03,0.01,3.2,5e-4,2.2
70,2011,10,17,1.83,0.4,0.45,2.38,0.005,6.46,3,0.01,3.18,5e-4,2.2
70,2011,10,24,1.84,0.41,0.46,2.41,0.005,6.52,3.04,0.01,3.22,5e-4,2.3
70,2011,10,31,1.85,0.4,0.46,2.41,0.005,6.55,3,0.01,3.21,5e-4,2.3
70,2011,11,7,1.87,0.41,0.47,2.43,0.005,6.58,3.04,0.01,3.24,5e-4,2.2
70,2011,11,14,1.86,0.42,0.46,2.44,0.005,6.59,3.06,0.01,3.26,5e-4,2.3
